,,,,,,,,,,,,,,,,,,,,Total,,Female,,Male,,English Proficient,,Non-Migrant,,Econ Dis,,Not Econ Dis,,American Indian,,Black,,Hispanic/Latino,,Asian,,White,,Multiracial,,Total,,Female,,Male,,English Proficient,,Non-Migrant,,Econ Dis,,Not Econ Dis,,American Indian,,Black,,Hispanic/Latino,,Asian,,White,,Multiracial,
,,,,#,#,#,#,#,#,#,#,#,#,#,#,#,#,#,%,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#,% Proficient,#
School Name,School District,Grades Served,Address,Enrollment ,Male,Female,American Indian/Native,Black,Hispanic/Latino,Asian,White,Multiracial,Limited English Proficiency,Students with Disabilities,Econ Dis Students,Avg. Class Size,Free Lunch,Reduced Lunch,Attendance Rate,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,ELA 3 Proficiency,ELA 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested,Math 3 Proficiency,Math 3 Tested
Parkdale Elementary School,East Aurora,K - 4,"141 Girard Ave., East Aurora, NY 14052",626,328,298,0,4,15,7,598,2,-,58,71,22,62,14,96,34,139,36,58,32,81,34,139,34,139,37,19,33,120,-,-,0,0,-,2,-,3,34,134,-,-,35,141,34,58,36,83,35,141,35,141,30,20,36,121,-,-,0,0,-,2,-,3,35,136,-,-
Eden Elementary School,Eden,3 - 6,"8289 N. Main St., Eden, NY 14057",449,210,239,3,0,5,0,441,0,-,69,85,22,48,21,97,24,114,29,69,16,45,-,113,24,114,11,27,28,87,-,2,-,-,-,1,-,-,-,111,-,-,24,113,22,69,27,44,-,112,24,113,15,27,27,86,-,2,-,-,-,2,-,-,-,109,-,-
G. L. Priess Primary School,Eden,PK - 2,"3000 Schoolview Rd., Eden, NY 14057",283,165,118,1,3,5,4,267,3,-,38,64,24,45,9,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. J. Schmidt Elementary School,Evans-Brant,K - 5,"9455 Lake Shore Rd., Angola, NY 14006",310,143,167,28,11,8,2,258,3,-,61,170,18,122,29,95,33,43,30,20,35,23,33,43,33,43,22,23,45,20,20,5,-,3,-,2,0,0,36,33,-,-,49,43,45,20,52,23,49,43,49,43,52,23,45,20,20,5,-,3,-,2,0,0,52,33,-,-
Highland Elementary School,Evans-Brant,K - 5,"6745 Erie Rd., Derby, NY 14047",390,226,164,6,7,8,4,364,1,-,59,137,20,100,33,96,23,60,29,21,21,39,23,60,23,60,11,18,29,42,0,0,-,1,-,1,-,1,-,57,-,-,27,60,30,20,25,40,27,60,27,60,16,19,32,41,0,0,-,1,-,1,-,1,-,57,-,-
John T. Waugh Elementary School ,Evans-Brant,K - 5,"100 High St., Angola, NY 14006",373,181,192,94,9,8,3,255,4,-,94,192,21,171,23,95,19,54,18,28,19,26,19,54,19,54,10,30,29,24,-,10,-,2,-,1,0,0,22,41,-,-,22,54,18,28,27,26,22,54,22,54,13,30,33,24,-,10,-,2,-,1,0,0,27,41,-,-
Big Tree Elementary School,Frontier,K - 5 ,"S 4460 Bay View Rd., Hamburg, NY 14075",521,263,258,4,3,15,7,470,22,-,71,156,21,94,45,96,57,97,67,42,49,55,57,97,57,97,33,24,64,73,0,0,0,0,-,1,-,2,59,91,-,3,64,96,52,42,72,54,64,96,64,96,48,23,68,73,0,0,0,0,-,1,-,2,64,90,-,3
Blasdell Elementary School,Frontier,PK - 5,"3780 S. Park Ave., Blasdell, NY 14219",439,225,214,2,5,20,7,390,15,11,105,211,20,112,61,96,23,75,26,39,19,36,-,71,23,75,19,36,26,39,0,0,-,1,-,1,-,2,22,67,-,4,27,75,28,39,25,36,-,71,27,75,11,36,41,39,0,0,-,1,-,1,-,2,28,67,-,4
Cloverbank Elementary School,Frontier ,PK - 5,"2761 Cloverbank Rd., Hamburg, NY 14075",562,301,261,2,9,15,3,514,19,-,98,171,22,93,48,96,52,91,57,44,47,47,52,91,52,1,35,23,57,68,-,1,-,3,-,1,-,1,51,81,-,4,56,91,57,44,55,47,56,91,56,91,32,22,64,69,-,1,-,3,-,1,-,1,60,81,-,4
Pinehurst Elementary School,Frontier,K - 5,"6050 Fairway Ct., Lake View, NY 14085",652,350,302,,3,16,3,620,10,-,73,84,21,46,24,96,56,97,68,40,48,58,56,98,56,98,55,11,56,87,0,0,-,2,-,1,-,1,57,92,-,2,53,99,54,39,52,60,53,99,53,99,58,12,52,87,0,0,-,2,-,1,-,1,52,93,-,2
Charlotte Sidway School,Grand Island,PK - 1,"2451 Baseline Rd, Grand Island, NY 14072",388,189,199,1,3,19,11,343,11,9,23,85,20,59,20,95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Huth Road School,Grand Island,2 - 5,"1773 Huth Rd., Grand Island, NY 14072",470,248,222,3,6,18,15,419,9,15,49,88,24,52,24,97,46,128,49,68,43,60,47,123,46,128,23,22,51,106,-,2,-,2,-,4,57,7,49,109,-,4,44,128,43,68,45,60,45,123,44,128,32,22,46,106,-,2,-,2,-,4,57,7,45,109,-,4
Kaegebein School,Grand Island,2 - 5,"1690 Love Rd., Grand Island, NY 14072",398,200,198,3,8,15,9,353,10,-,39,111,24,70,25,96,35,105,36,56,45,49,-,104,35,105,22,27,40,78,0,0,-,2,-,3,-,3,35,95,-,2,27,105,20,56,35,49,-,104,27,105,22,27,28,78,0,0,-,2,-,3,-,3,25,95,-,2
Armor Elementary School,Hamburg,K - 5,"5301 Abbott Rd., Hamburg, NY 14075",395,189,206,3,1,16,6,365,4,-,55,76,20,64,22,97,57,87,61,51,53,36,67,87,57,87,25,16,65,71,0,0,0,0,-,6,-,2,56,78,-,1,65,88,71,52,56,36,65,88,65,88,38,16,71,72,0,0,0,0,-,6,-,2,65,79,-,1
Boston Valley Elementary School,Hamburg,K - 5,"7476 Back Creek Rd., Hamburg, NY 14075",260,123,137,3,0,4,0,253,0,-,29,65,21,44,9,96,39,38,55,22,19,16,39,38,39,38,33,9,41,29,-,2,0,0,0,0,0,0,-,36,0,0,67,39,73,22,59,17,67,39,67,39,78,9,63,30,-,2,0,0,0,0,0,0,-,37,0,0
Charlotte Avenue Elementary School,Hamburg,PK - 5,"301 Charlotte Ave., Hamburg, NY 14075",260,126,134,0,0,7,3,246,4,-,26,66,19,41,28,97,41,51,54,26,28,25,41,51,41,51,33,12,44,39,0,0,0,0,0,0,-,1,-,50,0,0,51,51,46,26,56,25,51,51,51,51,42,12,54,39,0,0,0,0,0,0,-,1,-,50,0,0
Union Pleasant Avenue Elementary School,Hamburg,K - 5,"150 Pleasant Ave., Hamburg, NY 14075",648,335,313,2,3,12,2,609,20,-,104,125,22,90,44,97,33,105,49,37,25,68,33,105,33,105,24,21,36,84,0,0,-,1,-,3,-,1,34,95,20,5,47,104,47,38,47,66,47,104,47,104,43,21,48,83,0,0,-,1,-,3,-,1,48,4,40,5
Harold O Brumsted Elementary School,Holland,PK - 6,"173 Canada St., Holland, NY 14080",457,224,233,1,3,7,3,440,3,-,51,111,20,81,29,97,46,52,44,32,50,20,46,52,46,52,11,9,53,43,-,1,-,1,-,1,-,-,-,49,-,-,42,52,41,32,45,20,42,52,42,52,11,9,49,43,-,1,-,1,-,1,-,-,-,49,-,-
Elma Primary School,Iroquois,K - 3,"711 Rice Rd., Elma, NY 14059",245,124,121,1,0,4,5,227,8,-,33,42,19,29,16,97,53,75,55,42,52,33,53,75,53,75,46,13,46,13,0,0,0,0,0,0,-,1,-,74,0,0,53,76,58,43,45,33,53,76,53,76,36,14,56,62,0,0,0,0,0,0,-,1,-,75,0,0
Iroquois Intermediate School,Iroquois,4 - 5,"2111 Girdle Rd., Elma, NY 14059",312,167,145,1,1,4,3,298,5,-,33,41,21,19,22,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Marilla Primary School,Iroquois,K - 3,"11683 Bullis Rd., Marilla, NY 14102",167,83,84,0,0,4,0,161,2,-,14,37,18,28,8,97,52,48,68,22,38,26,52,48,52,48,38,8,55,40,0,0,0,0,-,1,0,0,-,47,0,0,52,48,50,22,54,26,52,48,52,48,25,8,58,40,0,0,0,0,-,1,0,0,-,47,0,0
Wales Primary School,Iroquois,K - 3,"4650 Woodchuck Rd., East Aurora, NY 14052",199,103,96,1,2,6,2,182,6,-,27,38,17,17,18,96,61,54,65,26,57,28,61,54,61,54,22,9,69,45,-,1,0,0,-,1,0,0,-,52,0,0,54,54,42,26,64,28,54,54,54,54,10,10,64,44,-,1,0,0,-,1,0,0,-,52,0,0
Alexander Hamilton Elementary School,Kenmore-Tonawanda,K - 5,"44Westfall Dr., Tonawanda, NY 14150",352,200,152,2,9,13,5,312,11,-,73,133,18,89,37,96,31,59,29,24,31,35,31,59,31,59,35,23,28,36,-,1,-,1,-,2,-,1,31,54,0,0,34,59,42,24,29,35,34,59,34,59,35,23,33,36,-,1,-,1,-,2,-,1,35,54,0,0
Ben Franklin Elementary School,Kenmore-Tonawanda,K - 5," 500 Parkhurst Blvd., Buffalo, NY 14223",476,245,231,5,53,26,6,364,22,24,97,247,22,180,71,96,24,62,25,32,23,30,-,58,24,62,11,38,46,24,0,0,-,4,20,5,-,1,27,49,-,3,21,63,18,33,23,30,22,58,21,63,13,39,33,24,0,0,-,4,0,5,-,1,22,50,-,3
Charles A Lindbergh Elementary School,Kenmore-Tonawanda,K - 5,"184 Irving Ter., Buffalo, NY 14223",501,249,252,7,9,18,11,438,18,-,78,111,22,93,19,96,47,78,57,35,40,43,47,78,47,78,36,14,50,64,-,1,-,2,-,2,-,3,48,69,-,1,42,78,43,35,42,43,42,78,42,78,21,14,47,64,-,1,-,2,-,2,-,3,45,69,-,1
Herbert Hoover Elementary School,Kenmore-Tonawanda,K - 5,"199 Thorncliff Rd., Buffalo, NY 14223",570,290,280,1,,,5,2,7,7,85,194,23,139,50,96,36,85,39,44,34,41,-,83,36,85,17,29,46,56,0,0,-,1,-,2,-,2,36,77,-,3,37,86,29,45,46,41,-,83,37,86,31,29,40,57,0,0,-,1,-,2,-,2,37,78,-,3
Holmes Elementary School,Kenmore-Tonawanda,K - 5,"365 Dupont Ave., Tonawanda, NY 14150",339,174,165,7,46,47,7,208,24,18,89,286,23,233,34,95,10,50,14,21,7,29,47,-,10,50,11,45,0,5,0,0,0,9,-,6,-,1,9,32,-,2,16,50,19,21,14,29,-,47,16,50,16,45,0,5,0,0,0,9,-,6,-,1,19,32,-,2
Theodore Roosevelt Elementary School,Kenmore-Tonawanda,K - 5,"283 Washington Ave., Buffalo, NY 14217",316,160,156,4,15,22,2,261,12,-,50,167,21,108,47,95,20,51,20,25,19,26,20,51,20,51,11,27,29,24,0,0,0,5,-,3,0,0,22,1,-,2,25,51,20,25,31,26,25,51,25,51,15,27,38,24,0,0,0,5,-,3,0,0,29,41,-,2
Thomas A. Edison Elementary School,Kenmore-Tonawanda,K - 5,"236 Grayton Rd., Tonawanda, NY 14150",432,240,192,3,5,7,2,406,9,6,98,124,23,71,48,96,26,72,21,33,31,39,-,70,26,72,15,20,31,52,-,1,-,3,-,3,0,0,27,64,-,1,26,72,18,33,33,39,-,70,26,72,10,20,33,52,-,1,-,3,-,3,0,0,30,64,-,1
Thomas Jefferson Elementary School,Kenmore-Tonawanda,K - 5,"250 Athens Blvd., Buffalo, NY 14223",289,133,156,0,10,11,5,251,12,-,35,79,19,56,19,95,27,37,30,20,24,17,27,37,27,37,0,12,40,25,0,0,0,0,-,2,0,0,-,34,-,1,38,37,40,20,35,17,38,37,38,37,8,12,52,25,0,0,0,0,-,2,0,0,-,34,-,1
Martin Road Elementary,Lackawanna,3 - 6,"135 Martin Rd., Lackawanna, NY 14218",495,268,227,2,63,56,3,371,0,66,114,403,22,362,62,94,8,119,10,52,7,67,10,105,8,119,6,100,21,19,-,1,-,12,0,14,0,0,10,92,-,-,14,118,8,52,18,66,16,103,14,118,28,18,11,100,-,1,-,12,7,14,0,0,14,91,-,-
Truman Elementary,Lackawanna,PK - 2,"15 Inner Dr., Lackwanna, NY 14218",411,214,197,8,66,48,6,281,2,76,74,358,19,319,47,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Como Park Elementary School,Lancaster,K - 3,"1985 Como Park Blvd., Lancaster, NY 14086",376,188,188,2,3,15,5,339,12,-,40,70,22,66,27,97,42,108,45,53,38,55,-,107,42,108,48,21,40,87,-,1,0,0,-,3,-,1,45,99,-,4,41,108,34,53,47,55,-,107,41,108,38,21,41,87,-,1,0,0,-,3,-,1,43,99,-,4
Court Street Elementary School,Lancaster,K - 3,"91 Court St., Lancaster, NY 14086",375,193,182,2,2,11,6,346,8,-,38,34,21,41,16,97,50,100,46,50,54,50,50,100,50,100,50,8,50,92,0,0,0,0,-,1,-,2,-,97,0,0,60,100,54,50,66,50,60,100,60,100,63,8,60,92,0,0,0,0,-,1,-,2,-,97,0,0
Hillview Elementary School,Lancaster,K - 3,"11 Pleasantview Dr., Lancaster, NY 14086",436,232,204,0,5,9,6,409,7,-,59,31,21,53,21,97,46,127,57,63,36,64,46,127,46,127,36,11,47,116,0,0,-,2,0,0,,0,-,125,0,0,45,128,46,63,43,65,45,128,45,128,27,11,46,117,0,0,-,2,0,0,,0,126,-,0,0
John A. Sciole Elementary School,Lancaster,K - 3,"86 Alys Dr. E., Depew, NY 14043",362,198,164,0,3,8,5,334,12,-,53,3,19,9,35,97,56,100,64,45,49,55,56,100,56,100,45,22,59,78,0,0,-,2,0,0,-,3,57,93,-,2,41,100,38,45,44,55,41,100,41,100,27,22,45,78,0,0,-,2,0,0,-,3,42,93,-,2
William Street School,Lancaster,4 - 6,"5201 William St., Lancaster, NY 14086",1350,673,677,2,21,35,10,1266,16,-,206,188,23,15,73,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Collins Elementary School,North Collins,PK - 6,"10469 Bantle Rd., North Collins, NY 14111",287,146,141,6,5,14,0,260,2,-,34,96,18,66,27,96,36,45,48,23,23,22,36,45,36,45,23,13,41,32,0,0,-,1,0,0,-,-,-,44,-,-,18,45,13,23,23,22,18,45,18,45,15,13,19,32,0,0,-,1,0,0,-,-,-,44,-,-
Eggert Road Elementary School,Orchard Park ,K - 5,"3580 Eggert Rd., Orchard Park, NY 14127",585,302,283,0,16,8,11,543,7,8,62,37,25,25,8,97,51,101,59,54,43,47,51,101,51,101,-,2,-,99,0,0,-,3,-,1,-,3,51,94,0,0,44,101,35,54,53,47,44,109,44,109,-,2,-,99,0,,-,3,-,1,-,3,45,94,0,0
Ellicot Road Elementary School ,Orchard Park ,K - 5,"5180 Ellicot Rd., Orchard Park, NY 14127",653,35,318,1,6,11,11,620,4,-,103,40,23,27,12,97,49,91,63,40,39,51,49,91,49,91,-,3,-,88,0,0,-,,-,1,-,1,51,86,-,1,59,91,58,40,61,51,59,91,59,91,-,3,-,88,0,0,-,2,-,1,-,1,59,86,-,1
South Davis Elementary School,Orchard Park ,K - 5,"51 S. Davis St., Orhcard Park, NY 14127",405,190,215,1,0,6,16,377,5,-,52,20,22,12,4,97,66,62,70,30,63,32,-,61,66,62,0,0,66,62,0,0,0,0,-,1,-,1,-,60,0,0,79,62,67,30,91,32,-,61,79,62,0,0,79,62,0,0,0,0,-,1,-,1,-,60,0,0
Windom Elementary School ,Orchard Park ,K - 5,"3870 Sheldon Rd., Orchard Park, NY 14127",597,302,295,0,7,13,10,560,7,-,112,122,22,84,26,96,29,108,37,52,21,56,29,108,29,108,17,23,32,85,0,0,-,2,-,2,0,0,0,0,0,0,39,108,37,52,41,56,39,108,39,108,22,23,44,85,0,0,-,2,-,2,0,0,-,104,0,0
Colden Elementary School ,Springville-Grif. Inst.,K - 5," 8623 Boston-Colden Rd., Colden, NY 14033",224,125,99,1,0,1,0,220,2,-,20,46,20,32,16,96,32,28,35,17,27,11,32,28,32,28,13,8,40,20,0,0,0,0,0,0,0,0,-,26,-,2,32,28,29,17,36,11,32,28,32,28,13,8,40,20,0,0,0,0,0,0,0,0,-,26,-,2
Springville Elementary School,Springville-Grif. Inst.,K - 5,"283 North St., Springville, NY 14141",559,287,272,1,2,17,5,525,9,-,48,199,21,159,55,96,26,93,29,51,21,42,26,93,26,93,8,26,33,67,0,0,0,0,0,0,-,2,26,88,-,3,19,91,16,49,21,42,19,91,19,91,4,24,24,67,0,0,0,0,0,0,-,2,20,86,-,3
Glendale Elementary School,Sweet Home,K - 5,"101 Glendale Dr., Tonawanda, NY 14150",383,197,186,2,83,20,16,59,3,-,20,156,21,133,33,97,25,56,32,28,18,28,25,56,25,56,5,19,35,37,0,0,-,11,-,3,-,1,32,41,0,0,25,56,18,28,32,28,25,56,25,56,0,19,38,37,0,0,-,11,-,3,-,1,32,41,0,0
Heritage Heights Elementary School,Sweet Home,K - 5,"2545 Sweet Home Rd., Amherst, NY 14228",341,174,167,1,69,34,56,179,2,74,22,209,20,193,29,96,27,52,28,29,26,23,33,43,27,52,12,26,42,26,0,0,55,11,25,8,20,10,17,23,0,0,33,54,27,30,42,24,36,42,33,54,33,24,33,30,0,0,36,11,29,7,36,14,22,32,0,0
Maplemere Elementary School,Sweet Home,K - 5,"236 E. Maplemere Rd., Amherst, NY 14221",397,208,189,0,62,12,17,302,4,-,22,134,21,108,36,96,46,76,53,36,40,40,46,76,46,76,38,29,51,47,0,0,23,13,-,3,80,5,51,53,-,2,38,76,36,36,40,40,38,76,38,76,34,29,40,47,0,0,8,13,-,3,80,5,43,53,-,2
Willow Ridge Elementary School,Sweet Home,K - 5,"480 Willow Ridge Dr., Amherst, NY 14228",320,153,167,1,58,11,14,232,4,-,7,83,19,90,15,97,49,49,52,27,5,22,49,49,49,49,40,15,53,34,-,1,38,8,-,1,-,1,51,5,-,3,51,51,52,27,20,24,51,51,51,51,27,15,61,36,-,1,0,10,-,1,-,1,57,35,-,3
Fletcher Elementary School,Tonawanda,4 - 5,"555 Fletcher St., Tonawanda, NY 14150",261,134,127,4,3,8,1,239,6,-,32,110,21,77,39,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mullen Elementary School,Tonawanda,PK - 3,"130 Syracuse St., Tonawanda, NY 14150",224,110,114,0,,6,0,211,5,-,20,95,17,62,31,96,33,51,44,25,23,26,33,51,33,51,30,23,36,28,0,0,0,0,0,0,0,0,-,50,-,1,37,51,44,25,31,26,37,51,37,51,39,23,36,28,0,0,0,0,0,0,0,0,-,50,-,1
Riverview Elementary School,Tonawanda,PK - 3,"55 Taylor Dr., Tonawanda, NY 14150",293,145,148,2,4,16,3,260,8,-,34,152,20,113,29,95,38,82,45,40,31,2,38,82,8,82,38,47,37,35,-,2,-,1,-,4,-,1,40,73,-,1,40,83,38,40,42,43,-,82,40,83,40,48,40,35,-,2,-,1,40,5,-,1,40,73,-,1
Allendale Elementary School,West Seneca,K - 6,"1399 Orchard Park Rd., West Seneca, NY 14224",485,229,256,1,5,11,2,461,5,-,42,151,22,96,6,97,46,41,40,15,50,26,16,1,46,41,36,14,2,27,0,0,0,0,0,0,0,0,46,1,0,0,55,40,36,14,65,26,55,40,55,40,54,13,56,27,0,0,0,0,0,0,0,0,55,40,0,0
Clinton Elementary School,West Seneca,PK - 6,"4100 Clinton St., West Seneca, NY 14224",466,226,240,3,6,11,2,439,5,-,31,122,22,4,41,97,42,64,50,34,33,30,42,64,42,64,27,15,47,49,0,0,-,1,-,2,-,1,44,59,0,5,52,64,53,34,50,30,52,64,52,64,47,15,53,49,0,0,-,1,-,2,-,1,51,59,-,1
East Elementary School,West Seneca,K - 6,"1415 Center Rd., West Seneca, 14224",446,225,221,2,9,9,24,399,3,22,50,127,20,88,32,96,41,59,51,37,23,22,46,52,41,59,29,17,45,42,0,0,-,1,-,3,-,4,41,51,0,0,40,60,49,37,26,23,44,52,40,60,17,18,50,42,0,0,-,1,-,3,-,4,42,52,0,0
Northwood Elementary School,West Seneca,K - 6,"250 Northwood Rd., West Seneca, 14224",508,266,242,0,52,24,11,411,10,-,61,224,22,153,58,95,31,52,28,25,33,27,31,52,31,52,27,22,33,30,0,0,-,2,-,4,-,2,35,43,-,1,35,51,17,24,52,27,35,51,35,51,23,22,45,29,0,0,-,2,-,4,-,2,40,42,-,1
Potters Road School ,West Seneca,PK - 6,"675 Potters Rd., West Seneca, NY 14224",398,215,183,4,14,20,3,348,9,-,40,189,20,145,32,96,26,53,24,25,29,28,26,53,26,53,12,26,41,27,,0,-,1,-,3,0,0,29,48,-,1,28,54,27,26,29,28,28,54,28,54,19,27,37,27,0,0,-,1,-,3,0,0,29,49,-,1
West Elementary School,West Seneca,K - 6,"1397 Orchard Park Rd., West Seneca, NY 14224",790,429,361,2,6,33,2,741,6,-,46,198,24,130,52,96,53,99,54,48,51,51,53,99,53,99,67,24,48,5,0,0,-,1,-,4,0,0,53,94,0,0,53,97,52,46,53,51,53,97,53,97,65,23,49,74,0,0,-,1,-,3,0,0,-,93,0,0
Winchester Elementary School ,West Seneca,K - 6,"650 Harlem Rd., West Seneca, NY 14224",339,186,153,2,9,10,4,309,5,-,55,166,23,122,36,97,25,51,30,30,19,21,25,51,25,51,13,23,36,28,0,0,-,1,0,0,-,1,-,49,0,0,29,52,23,31,38,21,29,52,29,52,17,24,39,28,0,0,-,1,0,0,-,1,-,50,0,0
Country Parkway Elementary School,Williamsville,K - 4,"35 Hollybrook, Williamsville, NY 14221",584,298,286,4,18,19,126,398,19,47,47,63,24,49,21,97,72,127,77,61,68,66,75,121,72,127,53,15,75,112,-,1,-,2,-,4,84,31,72,86,-,3,76,129,77,61,75,68,78,122,76,129,53,15,79,114,-,1,-,2,-,4,84,32,77,87,-,3
Dodge Elementary School,Williamsville,K - 4,"1900 Dodge Rd., East Amherst, NY 14051",595,318,277,3,27,25,69,448,23,19,76,84,24,64,20,97,60,129,67,61,53,68,-,128,60,129,25,16,65,113,-,1,-,3,-,4,70,20,58,98,-,3,52,107,54,50,51,57,-,105,52,107,27,11,96,55,-,1,-,3,-,3,67,15,51,83,-,2
Forest Elementary School,Williamsville,K - 4,"250 N. Forest Rd., Williamsville, NY 14221",522,260,262,3,20,24,31,421,23,14,49,102,22,79,30,97,41,93,47,53,33,40,-,92,41,93,25,20,45,73,-,1,20,5,-,4,-,4,42,73,33,6,55,92,50,52,63,40,-,91,55,92,30,20,63,72,-,1,40,5,-,4,-,4,56,72,50,6
Heim Elementary School,Williamsville,K - 4,"155 Heim Rd., Williamsville, NY 14221",691,354,337,2,16,23,89,537,24,40,57,86,23,62,23,97,50,139,54,57,46,82,-,137,50,139,31,16,52,123,0,0,-,3,-,6,63,19,50,104,43,7,59,138,63,56,56,82,-,136,59,138,19,16,64,122,0,0,-,3,-,6,89,19,58,103,29,7
Maple East Elementary School,Williamsville,K - 4,"1500 Maple Rd., Williamsville, NY 14221",630,316,314,3,14,18,72,493,30,12,46,33,23,23,11,96,59,121,63,59,55,62,-,119,59,121,-,4,-,117,0,0,-,2,-,1,75,12,56,99,-,7,54,121,53,59,55,62,-,119,54,121,-,4,-,117,0,,-,2,-,1,75,12,49,9,-,7
Maple West Elementary School,Williamsville,K - 4,"851 Maple Rd., Williamsville, NY 14221",665,337,328,2,16,28,63,533,23,25,53,84,24,51,32,97,52,135,59,68,45,67,-,132,52,135,39,18,54,117,-,1,20,5,-,3,73,11,50,113,-,2,51,136,47,68,56,68,-,132,51,136,47,19,52,117,-,1,20,5,-,3,75,12,50,113,-,2
Aloma D. Johnson Charter School,Charter,K - 4,"15 Jewett Pkwy., Buffalo, NY 14214",295,153,142,0,263,22,1,0,9,8,43,294,20,296,0,94,8,60,7,29,10,31,-,58,8,60,8,60,0,0,-,-,8,49,-,7,0,0,-,-,-,4,10,60,3,29,16,31,-,58,10,60,10,60,0,0,-,-,12,49,-,7,0,0,-,-,-,4
Buffalo United Charter School,Charter,K - 8,"325 Manhattan Ave., Buffalo, NY 14214",643,33,310,1,588,40,2,12,0,-,93,592,24,542,47,97,5,58,8,26,3,32,5,58,5,58,-,57,-,1,-,-,-,54,-,3,-,1,0,0,-,-,9,58,4,26,13,32,9,58,9,58,-,57,-,1,-,-,-,54,-,3,-,1,0,0,-,-
Charter School for Applied Technologies,Charter,K - 12,"2303 Kenmore Ave., Buffalo, NY 14207",1670,799,871,4,507,485,14,545,115,59,198,1395,27,1072,250,93,14,135,18,67,10,68,-,133,14,135,11,114,33,21,-,-,21,33,7,55,-,2,15,39,-,6,15,135,13,67,16,68,-,133,15,135,11,114,33,21,-,-,18,33,7,55,-,2,23,39,-,6
Community Charter School,Charter,K - 6,"404 Edison Ave., Buffalo, NY 14215",321,161,160,0,287,16,3,3,12,5,41,305,23,261,20,94,2,43,0,15,4,28,2,43,2,43,-,39,-,4,-,-,3,35,-,4,0,0,0,0,-,4,26,43,27,15,25,28,26,43,26,43,-,39,-,4,-,-,26,35,-,4,0,0,0,0,-,4
Elmwood Village Charter School,Charter,K - 8,"40 Days Park, Buffalo, NY 14201",298,150,148,7,67,49,40,143,22,6,38,122,26,92,33,94,50,26,47,15,55,11,50,26,50,26,30,10,63,16,-,2,-,3,-,3,-,2,69,13,-,3,73,26,73,15,73,11,73,26,73,26,80,10,69,16,-,2,-,3,-,3,-,2,69,13,-,3
Enterprise Charter School,Charter,K - 8 ,"275 Oak St., Buffalo, NY 14203",404,196,208,2,224,141,15,14,8,40,60,389,23,342,37,91,0,41,0,23,0,18,-,38,0,41,-,39,-,2,-,-,0,24,-,14,-,1,-,1,-,1,0,41,0,23,0,18,-,38,0,41,-,39,-,2,-,-,0,24,-,14,-,1,-,1,-,1
Global Concepts Charter School,Charter,K - 10,"1001 Ridge Rd., Lackawanna, NY 14218",848,380,468,0,187,84,11,558,8,74,42,699,25,719,42,98,37,73,33,45,43,28,40,62,37,73,31,59,64,14,-,-,31,16,-,8,-,1,35,48,-,-,37,73,33,45,43,28,37,62,37,73,36,59,3,14,-,-,44,16,-,8,-,1,38,48,-,-
