ID,Item Type,Unavailable?,Status(es),Additional Image,Attachment,Categories,Condition,Daily Late Fee,Description,Image,Keywords,Name,Price to Purchase,Purchased?,Replacement Cost,Serial Number,Source / Supplier
1501,Misc,,,,,"81,82,83,84,85,86,87,88,89,90",,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"flashlight, battery",Ryobi Flashlight,,,,,
1502,Trowel,,,,,90,3,$1.00,,/files/images/org/10/attribute_image2168461468108206222.JPG;/files/images/org/10/attribute_image2168461468108206222.jpg;/files/images/org/10/attribute_image2168461468108206222-150.jpg,"hand, trowel",Trowel,,,,,
1503,Hand Rake,TRUE,Disabled,,,90,2,$1.00,<p>THIS ITEM IS NO LONGER IN THE INVENTORY</p>,/files/images/org/10/attribute_image3198581613595712841.JPG;/files/images/org/10/attribute_image3198581613595712841.jpg;/files/images/org/10/attribute_image3198581613595712841-150.jpg,"hand, rake, cultivator, garden",Hand Rake,,,,,
1504,Corded & Plug-in,,,,,90,3,$1.00,,/files/images/org/10/attribute_image668482923585428856.jpg;/files/images/org/10/attribute_image668482923585428856-800.jpg;/files/images/org/10/attribute_image668482923585428856-150.jpg,"weed whacker, garden",Corded Weed Whacker,,,,,
1505,Levels,,,,,"83,85,88,89",3,$1.00,,/files/images/org/10/attribute_image1363725868429754351.jpeg;/files/images/org/10/attribute_image1363725868429754351.jpg;/files/images/org/10/attribute_image1363725868429754351-150.jpg,level,36-inch Level,,Y,,,Donation
1506,Squares,,,,,"83,85,88,89",5,$1.00,,/files/images/org/10/attribute_image7550491479019730891.jpeg;/files/images/org/10/attribute_image7550491479019730891.jpg;/files/images/org/10/attribute_image7550491479019730891-150.jpg,square,Aluminum Alloy Square,,Y,,,Donation
1507,Sharp Bristle Brushes,,,,,"85,88,89",,$1.00,Standard Painting Brush,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,paint brush,Paint Brush,,,,,
1508,Sharp Bristle Brushes,,,,,"85,88,89",,$1.00,Standard Painting Brush,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,Paint Brush,Paint Brush,,,,,
1509,String Trimmer,TRUE,Disabled,,,90,3,$1.00,,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"weed whacker, string trimmer",Weed Whacker,,,,,
1510,Pry Bars,,,,,"85,88",3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"pry bar, flooring pry bar",Pry Bar,,,,,
1511,Cultivators,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hand cultivator, garden claw",Hand Cultivator,,,,,
1512,Lawn Care (other),,,,,"85,89,90",4,$1.00,Handheld spreader for used for seeding and fertilizing.,/files/images/org/10/attribute_image6815039164058474687.JPG;/files/images/org/10/attribute_image6815039164058474687.jpg;/files/images/org/10/attribute_image6815039164058474687-150.jpg,"Spreader, hand spreader, seeder",EZ Handspreader,,,,,Donation
1513,Lawn Care (other),,,,,"85,89,90",4,$1.00,Handheld spreader for seeding/fertilizing.,/files/images/org/10/attribute_image3079559546641573621.JPG;/files/images/org/10/attribute_image3079559546641573621.jpg;/files/images/org/10/attribute_image3079559546641573621-150.jpg,"Spreader, hand spreader, seeder",EZ Handspreader,,,,,Donation
1514,Misc,,,,,"83,85,88",3,$1.00,Roof Scaffold Mounting Brackets,/files/images/org/10/attribute_image2218485220974310905.jpeg;/files/images/org/10/attribute_image2218485220974310905.jpg;/files/images/org/10/attribute_image2218485220974310905-150.jpg,"Bracket, Roof Bracket, Scaffold",Roof Bracket (Pair),,,,,Donation
1515,Misc,,,,,"83,85,88",3,$1.00,Roof Bracket for roof scaffolding.,/files/images/org/10/attribute_image2318907810631835725.jpeg;/files/images/org/10/attribute_image2318907810631835725.jpg;/files/images/org/10/attribute_image2318907810631835725-150.jpg,"Bracket, Roof Bracket, Scaffold",Roof Bracket (Pair),,,,,Donation
1516,Caulk Guns,,,,,"85,88",3,$1.00,,/files/images/org/10/attribute_image7096324450470030440.jpg;/files/images/org/10/attribute_image7096324450470030440-800.jpg;/files/images/org/10/attribute_image7096324450470030440-150.jpg,Caulk gun,Blue Caulk Gun,,,,,
1517,Knives,,,,,"85,88",3,$1.00,,/files/images/org/10/attribute_image8825752478185684146.jpg;/files/images/org/10/attribute_image8825752478185684146-800.jpg;/files/images/org/10/attribute_image8825752478185684146-150.jpg,"putty knife, spackle knife",Putty Knife,,,,,
1518,Knives,,,,,"85,88",3,$1.00,,/files/images/org/10/attribute_image8592982631256283306.jpg;/files/images/org/10/attribute_image8592982631256283306-800.jpg;/files/images/org/10/attribute_image8592982631256283306-150.jpg,"putty knife, spackle knife",Putty Knife,,,,,
1519,Pipe Wrenches,,,,,87,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"wrench, pipe wrench","18"" Pipe Wrench",,,,,
1520,Staple Gun,,,,,"83,84,85,88",4,$1.00,Handheld staple gun,/files/images/org/10/attribute_image6289988618573242062.jpg;/files/images/org/10/attribute_image6289988618573242062-800.jpg;/files/images/org/10/attribute_image6289988618573242062-150.jpg,staple gun,manual staple gun,,,,,
1521,Cordless Trimmers,,,,,"89,90",52,$1.00,"18v battery powered cordless weed whacker. Used for edging, <span>cutting grass and other plants near objects.</span>&nbsp;",/files/images/org/10/attribute_image5809258647771401245.JPG;/files/images/org/10/attribute_image5809258647771401245.jpg;/files/images/org/10/attribute_image5809258647771401245-150.jpg,"trimmer, weed whacker, weed eater, string trimmer",Black & Decker 18v Cordless String Trimmer,,,,,Donation
1522,Step Ladders,,,,,"85,88,89,90",5,$1.00,20' wodden stepladder,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"Ladder, Step Ladder",20' Step Ladder,,,,,Donation
1523,Sheet Rock Tool Set,,,,,88,4,$1.00,,/files/images/org/10/attribute_image4700001088342743520.jpg;/files/images/org/10/attribute_image4700001088342743520-800.jpg;/files/images/org/10/attribute_image4700001088342743520-150.jpg,"spackle knife, taping knife, drywall",Taping Knife,,,,,
1524,Compressors,,,,,90,4,$1.00,195 MPH; 120V; 60Hz; 12A; Type 3,/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_image1628815376534607327.jpg;/files/images/org/10/attribute_thumbnail452284742319208741.jpg,"leaf blower, super blower, mulching vac",Barracuda Super Blower Mulching Vac,,,,,
1525,Scrapers,,,,,85,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,paint scraper,Paint Scraper,,,,,
1526,Scrapers,,,,,"85,88",4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,paint scraper,Paint Scraper,,,,,
1527,Soldering & Heat Guns,,,,,"84,85,88",4,$1.00,"<span>The Wagner HT775 hand held heat tool is a variable temperature heat tool ranging from 750 to 1000 degrees Fahrenheit. The heat output is adjustable by turning the thumb screw on the adjustable air intake cover, which changes the size of the intake openings. The HT775 has a rugged, lightweight design and is great for heavy-duty jobs. Use for industrial plants, production lines, plastic fabrication, home, shop, and hobby. There is a fan only cool down setting and a hands free stand. The HT775 has replaceable ceramic heating element.</span>",/files/images/org/10/attribute_image6844632392084987965.jpg;/files/images/org/10/attribute_image6844632392084987965-800.jpg;/files/images/org/10/attribute_image6844632392084987965-150.jpg,Heat Gun,Heat Gun,,,,,
1528,Wooden Leaf Rake,,,,,90,4,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,rake,Rake,,,,,
1529,Trimmers,,,,,90,,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"tree lopper, tree pruner",Tree Trimmer,,,,,
1530,Sharp Bristle Brushes,,,,,85,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"scrub brush, brush, quickie",Scrub Brush,,,,,
1531,Sharp Bristle Brushes,,,,,85,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"scrub brush, brush",Small Hand Brush,,,,,
1532,Spade Shovel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image6940721632656636793.jpg;/files/images/org/10/attribute_image6940721632656636793.jpg;/files/images/org/10/attribute_image6940721632656636793-150.jpg,"spade, shovel",Spade Shovel,,,10,,
1533,Spade Shovel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7953748918033757244.jpg;/files/images/org/10/attribute_image7953748918033757244.jpg;/files/images/org/10/attribute_image7953748918033757244-150.jpg,"spade, shovel",Spade Shovel,,,10,,
1534,Wooden Leaf Rake,,,,,90,5,$1.00,Plastic head with a wooden handle,/files/images/org/10/attribute_image3172847713885043384.jpg;/files/images/org/10/attribute_image3172847713885043384-800.jpg;/files/images/org/10/attribute_image3172847713885043384-150.jpg,"rake, leaf",Plastic Rake,,,10,,
1535,Spade Shovel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image2163176156231262313.jpg;/files/images/org/10/attribute_image2163176156231262313.jpg;/files/images/org/10/attribute_image2163176156231262313-150.jpg,"spade, shovel",Spade Shovel,,,10,,
1536,Wooden Leaf Rake,,,,,90,5,$1.00,Plastic head with a wooden handle,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, leaf",Plastic Rake,,,10,,
1537,Wooden Leaf Rake,,,,,90,5,$1.00,Plastic head with a wooden handle,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, leaf",Plastic Rake,,,10,,
1538,Wooden Leaf Rake,,,,,90,5,$1.00,Plastic head with a wooden handle,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, leaf",Plastic Rake,,,10,,
1539,Spade Shovel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image1721247368974281089.jpg;/files/images/org/10/attribute_image1721247368974281089.jpg;/files/images/org/10/attribute_image1721247368974281089-150.jpg,"spade, shovel",Spade Shovel,,,10,,
1540,Wooden Leaf Rake,,,,,90,5,$1.00,Plastic head with a wooden handle,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"rake, leaf",Plastic Rake,,,10,,
1541,Trimmers,,,,,90,5,$1.00,,/files/images/org/10/attribute_image9216246280904675536.jpg;/files/images/org/10/attribute_image9216246280904675536-800.jpg;/files/images/org/10/attribute_image9216246280904675536-150.jpg,"hedge, hedge trimmer, hedge shears",Hedge Trimmer,,,16,,
1542,Trimmers,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"hedge, hedge trimmer, hedge shears",Hedge Trimmer,,,16,,
1543,Step Ladders,,,,,"85,88",5,$1.00,4' height with a maximum reach of 8',/files/images/org/10/attribute_image2674488206404234895.jpg;/files/images/org/10/attribute_image2674488206404234895-800.jpg;/files/images/org/10/attribute_image2674488206404234895-150.jpg,"ladder, step ladder",4' Step Ladder,,,32,,
1544,Stepstools,,,,,"85,88",5,$1.00,,/files/images/org/10/attribute_image6989688206389278094.jpg;/files/images/org/10/attribute_image6989688206389278094-800.jpg;/files/images/org/10/attribute_image6989688206389278094-150.jpg,"ladder, stepstool",3 Step Stepstool,,,32,,
1545,Pickaxes,,,,,"85,90",5,$1.00,2.5 lb Mattock,/files/images/org/10/attribute_image5714144039671595427.jpg;/files/images/org/10/attribute_image5714144039671595427.jpg;/files/images/org/10/attribute_image5714144039671595427-150.jpg,"pickaxe, mattock, maddox, maddock",Mattock,,Y,15,,Home Depot
1546,Pruner,,,,,90,5,$1.00,"Cuts up to 5/8"" branches",/files/images/org/10/attribute_image4839174507400358201.jpg;/files/images/org/10/attribute_image4839174507400358201-800.jpg;/files/images/org/10/attribute_image4839174507400358201-150.jpg,"pruner, shears",Hand Pruner,,,10,,
1547,Pickaxes,,,,,"85,90",5,$1.00,5 lb Mattock,/files/images/org/10/attribute_image8408984579042340898.jpg;/files/images/org/10/attribute_image8408984579042340898.jpg;/files/images/org/10/attribute_image8408984579042340898-150.jpg,"pickaxe, mattock, maddox, maddock",Mattock,,Y,15,,Home Depot
1548,Pruner,,,,,90,5,$1.00,"Cuts up to 5/8"" branches",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"pruner, shears",Hand Pruner,,,10,,
1549,Loppers,,,,,90,5,$1.00,"1 3/4"" Loppers",/files/images/org/10/attribute_image8256287285254051768.jpg;/files/images/org/10/attribute_image8256287285254051768.jpg;/files/images/org/10/attribute_image8256287285254051768-150.jpg,"Loppers, tree cutters, shrub cutters, Lopper",Loppers,,Y,15,,Home Depot
1550,Loppers,,,,,90,5,$1.00,"1 1/2"" Loppers",/files/images/org/10/attribute_image1755165722867603798.jpg;/files/images/org/10/attribute_image1755165722867603798.jpg;/files/images/org/10/attribute_image1755165722867603798-150.jpg,"Loppers, tree cutters, shrub cutters, Lopper",Loppers,,Y,15,,Home Depot
1551,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1552,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1553,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1554,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1555,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1556,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image2709124834149811970.jpg;/files/images/org/10/attribute_image2709124834149811970.jpg;/files/images/org/10/attribute_image2709124834149811970-150.jpg,"Cultivator, hand cultivator, hand rake, mini rake, garden fork",Hand Cultivator,,Y,5,,Home Depot
1557,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1558,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image5834448924868525561.jpg;/files/images/org/10/attribute_image5834448924868525561.jpg;/files/images/org/10/attribute_image5834448924868525561-150.jpg,"Cultivator, hand cultivator, hand rake, mini rake, garden fork",Hand Cultivator,,Y,5,,Home Depot
1559,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image3339465421555266604.jpg;/files/images/org/10/attribute_image3339465421555266604.jpg;/files/images/org/10/attribute_image3339465421555266604-150.jpg,"Cultivator, hand cultivator, hand rake, mini rake, garden fork",Hand Cultivator,,Y,5,,Home Depot
1560,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image4761019726624840261.jpg;/files/images/org/10/attribute_image4761019726624840261.jpg;/files/images/org/10/attribute_image4761019726624840261-150.jpg,"Cultivator, hand cultivator, hand rake, mini rake, garden fork",Hand Cultivator,,Y,5,,Home Depot
1561,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image3183441828135359575.jpg;/files/images/org/10/attribute_image3183441828135359575-800.jpg;/files/images/org/10/attribute_image3183441828135359575-150.jpg,"trowel, hand shovel",Trowel,,,4,,
1562,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1563,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1564,Trowel,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"trowel, hand shovel",Trowel,,,4,,
1565,Weeders,,,,,90,,$1.00,"Green Metal, Wood Handled hand weeder",/files/images/org/10/attribute_image2244254939281097404.jpg;/files/images/org/10/attribute_image2244254939281097404.jpg;/files/images/org/10/attribute_image2244254939281097404-150.jpg,"weeder, hand weeder, garden pointy thing, digger",Hand Weeder,,Y,5,,Home Depot
1566,Weeders,,,,,90,,$1.00,"Green Metal, Wood Handled hand weeder",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"weeder, hand weeder, garden pointy thing, digger",Hand Weeder,,Y,5,,Home Depot
1567,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image8850646032311217788.jpg;/files/images/org/10/attribute_image8850646032311217788-800.jpg;/files/images/org/10/attribute_image8850646032311217788-150.jpg,"cultivator, garden claw",Hand Cultivator,,,2,,
1568,Weeders,,,,,90,,$1.00,"Green Metal, Wood Handled hand weeder",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"weeder, hand weeder, garden pointy thing, digger",Hand Weeder,,Y,5,,Home Depot
1569,Weeders,,,,,90,,$1.00,"Green Metal, Wood Handled hand weeder",/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"weeder, hand weeder, garden pointy thing, digger",Hand Weeder,,Y,5,,Home Depot
1570,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"cultivator, garden claw",Hand Cultivator,,,2,,
1571,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"cultivator, garden claw",Hand Cultivator,,,2,,
1572,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"cultivator, garden claw",Hand Cultivator,,,2,,
1573,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"cultivator, garden claw",Hand Cultivator,,,2,,
1574,Cultivators,,,,,90,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"cultivator, garden claw",Hand Cultivator,,,2,,
1575,Crimpers,,,,,"85,87,88",5,$1.00,,/files/images/org/10/attribute_image7478630567814264838.jpg;/files/images/org/10/attribute_image7478630567814264838-800.jpg;/files/images/org/10/attribute_image7478630567814264838-150.jpg,crimpers,Crimpers,,,,,
1576,Pruner,,,,,90,,$1.00,,/files/images/org/10/attribute_image1572238084769411035.jpg;/files/images/org/10/attribute_image1572238084769411035-800.jpg;/files/images/org/10/attribute_image1572238084769411035-150.jpg,lopper,Lopper,,,,,
1577,Pruner,,,,,90,,$1.00,,/files/images/org/10/attribute_image1864387550371941512.jpg;/files/images/org/10/attribute_image1864387550371941512-800.jpg;/files/images/org/10/attribute_image1864387550371941512-150.jpg,lopper,"1-1/2"" Lopper",,,,,
1578,Shears,,,,,90,,$1.00,,/files/images/org/10/attribute_image5783881162565191300.jpg;/files/images/org/10/attribute_image5783881162565191300-800.jpg;/files/images/org/10/attribute_image5783881162565191300-150.jpg,"Shears, garden",Headge & Shrub Shears,,,,,
1579,Metal Garden Rake,,,,,"85,89,90",4,$1.00,<p>Standard Metal Garden Rake.</p>,/files/images/org/10/attribute_image6000993636681439655.jpeg;/files/images/org/10/attribute_image6000993636681439655.jpg;/files/images/org/10/attribute_image6000993636681439655-150.jpg,"Rake, Garden Rake",Metal Garden Rake,,,,,
1580,Metal Garden Rake,,,,,"89,90",4,$1.00,<p>Standard Metal Garden Rake</p>,/files/images/org/10/attribute_image8171255240568523201.jpeg;/files/images/org/10/attribute_image8171255240568523201.jpg;/files/images/org/10/attribute_image8171255240568523201-150.jpg,"Rake, Garden Rake",Metal Garden Rake,,,,,Donation
1581,Metal Garden Rake,,,,,"89,90",4,$1.00,<p>Standard metal garden rake.</p>,/files/images/org/10/attribute_image3070302248521510222.jpeg;/files/images/org/10/attribute_image3070302248521510222.jpg;/files/images/org/10/attribute_image3070302248521510222-150.jpg,"rake, garden rake",Metal Garden Rake,,,,,
1582,Spade Shovel,,,,,"85,88,89,90",4,$1.00,"<p>A <strong>spade</strong> is a tool designed primarily for the purpose of digging or removing earth and spreading the soil.&nbsp;With a metal tip, a spade can both break and move the earth in most situations, increasing efficiency</p>",/files/images/org/10/attribute_image7829041424841888528.jpeg;/files/images/org/10/attribute_image7829041424841888528.jpg;/files/images/org/10/attribute_image7829041424841888528-150.jpg,"shovel, spade, digging, garden, dirt, spade shovel, shovels",Spade Shovel,,,,,Donation
1583,Caulk Guns,,,,,"85,88",4,$1.00,,/files/images/org/10/attribute_image7356239385300932334.jpg;/files/images/org/10/attribute_image7356239385300932334-800.jpg;/files/images/org/10/attribute_image7356239385300932334-150.jpg,"caulk gun, caulking",Caulk Gun,,,,,
1584,Spade Shovel,,,,,"85,88,89,90",4,$1.00,"<p>A <strong>spade</strong> is a tool designed primarily for the purpose of digging or removing earth and spreading the soil.<span style=""font-size: 9px;""><u>&nbsp;</u></span>With a metal tip, a spade can both break and move the earth in most situations, increasing efficiency.</p>",/files/images/org/10/attribute_image4583816741058027201.jpeg;/files/images/org/10/attribute_image4583816741058027201.jpg;/files/images/org/10/attribute_image4583816741058027201-150.jpg,"shovel, spade, digging, garden, dirt, spade shovel, shovels",Spade Shovel,,,,,Donation
1585,Scrapers,,,,,"85,88",4,$1.00,,/files/images/org/10/attribute_image1344469195684610223.jpg;/files/images/org/10/attribute_image1344469195684610223-800.jpg;/files/images/org/10/attribute_image1344469195684610223-150.jpg,"spackle knife, spackle",Spackle Knife,,,,,
1586,Hoes,,,,,"85,89,90",4,$1.00,"<p>A <strong>hoe</strong> is an ancient and versatile agricultural tool used to move small amounts of soil. Common goals include weed control by agitating the surface of the soil around plants, piling soil around the base of plants (hilling), creating narrow furrows (drills) and shallow trenches for planting seeds and bulbs, to chop weeds, roots and crop residues, and even to dig or move soil, such as when harvesting root crops like potatoes.</p>",/files/images/org/10/attribute_image2360344862774935529.jpeg;/files/images/org/10/attribute_image2360344862774935529.jpg;/files/images/org/10/attribute_image2360344862774935529-150.jpg,"Hoe, Dirt, Garden",Hoe,,,,,Donation
1587,Brushes and Rollers,,,,,88,4,$1.00,,/files/images/org/10/attribute_image5195971373705818833.jpg;/files/images/org/10/attribute_image5195971373705818833-800.jpg;/files/images/org/10/attribute_image5195971373705818833-150.jpg,"roller, trim roller",Trim Roller,,,,,
1588,Corded Trimmers,,,,,"89,90",4,$1.00,"<p>13"" Corded string Trimmer.&nbsp;A <strong>string trimmer</strong>, also called a ""<strong>weed eater</strong>"" or a ""<strong>weed-whacker</strong>"", is a tool which uses a flexible monofilament line instead of a blade for cutting grass and other plants near objects. It consists of a cutting head at the end of a long shaft with a handle or handles and sometimes a shoulder strap.</p>",/files/images/org/10/attribute_image2782823626992995748.jpeg;/files/images/org/10/attribute_image2782823626992995748.jpg;/files/images/org/10/attribute_image2782823626992995748-150.jpg,"trimmer, weed whacker, weed eater, string trimmer","13"" Corded String Trimmer",,,,,Donation
1589,Corded Trimmers,,,,,"89,90",4,$1.00,"<p>A <strong>string trimmer</strong>, also called a ""<strong>weed eater</strong>"" or a ""<strong>weed-whacker</strong>"", is a tool which uses a flexible monofilament line instead of a blade for cutting grass and other plants near objects. It consists of a cutting head at the end of a long shaft with a handle or handles and sometimes a shoulder strap.</p>",/files/images/org/10/attribute_image8734505991064228979.jpeg;/files/images/org/10/attribute_image8734505991064228979.jpg;/files/images/org/10/attribute_image8734505991064228979-150.jpg,"trimmer, weed whacker, weed eater, string trimmer","13"" Corded String Trimmer",,,,,Donation
1590,"Pliers, Cutters and Snips",,,,,85,3,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"cutter, bolt cutter",Bolt Cutters,,,,,
1591,Wrenches,,,,,87,5,$1.00,,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,"basin wrench, sink wrench",Basin Wrench,,,,,
1592,Vise Grips,,,,,83,3,$1.00,<p>Blue</p>,/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_image7575818937641029915.jpg;/files/images/org/10/attribute_thumbnail5101171873786243577.jpg,vise grip,Vise Grip,,,,,
