address,condition,occupancy,comments,Occupied
"78 Winspear Ave, Buffalo, NY",1,1,,1
"25 Winspear Ave, Buffalo, NY",1,1,,1
"27 Winspear Ave, Buffalo, NY",1,1,,1
"49 Winspear Ave, Buffalo, NY",2,1,,1
"155 Range Ave, Buffalo, NY",3,1,,1
"132 Highgate Ave, Buffalo, NY",1,1,,1
"89 Winspear Ave, Buffalo, NY",2,1,,1
"127 Highgate Ave, Buffalo, NY",1,1,,1
"27 Northrup Place, Buffalo, NY",2,1,,1
"16 Shirley Ave, Buffalo, NY",1,1,,1
"28 Dartmouth Ave Buffalo, NY",3,1,,1
"159 Highgate Ave, Buffalo, NY",2,1,,1
"38 Northrup Place, Buffalo, NY",2,1,,1
"98 Lisbon Ave, Buffalo, NY",2,2,,0
"250 Highgate Ave, Buffalo, NY",1,1,,1
"178 Lisbon Ave, Buffalo, NY",1,1,,1
"133 Lisbon Ave, Buffalo, NY",3,1,,1
"179 Highgate Ave, Buffalo, NY",1,1,,1
"195 Highgate Ave, Buffalo, NY",1,1,,1
"267 Highgate Ave, Buffalo, NY",1,1,,1
"86 Dartmouth Ave, Buffalo, NY",3,1,,1
"135 Winspear Ave, Buffalo, NY",2,1,,1
"173 Winspear Ave, Buffalo, NY",2,1,,1
"11 Dartmouth Ave Buffalo, NY",2,1,,1
"181 Winspear Ave, Buffalo, NY",2,1,,1
"227 Winspear Ave, Buffalo, NY",2,1,,1
"12 Dartmouth Ave Buffalo, NY",2,1,,1
"105 Dartmouth Ave, Buffalo, NY",1,1,,1
"260 LaSalle Ave, Buffalo, NY",1,1,,1
"129 Dartmouth Ave, Buffalo, NY",1,1,,1
"34 Dartmouth Ave Buffalo, NY",1,1,,1
"306 LaSalle Ave, Buffalo, NY",1,2,,0
"135 Dartmouth Ave, Buffalo, NY",3,1,,1
"149 Dartmouth Ave, Buffalo, NY",1,1,,1
"338 LaSalle Ave, Buffalo, NY",1,1,,1
"241 LaSalle Ave, Buffalo, NY",3,1,,1
"281 LaSalle Ave, Buffalo, NY",1,1,,1
"84 Dunlop Ave, Buffalo, NY",2,1,,1
"88 Dunlop Ave, Buffalo, NY",1,1,,1
"30 Dunlop Ave Buffalo, NY",2,1,,1
"108 Dunlop Ave, Buffalo, NY",1,1,,1
"140 Dunlop Ave, Buffalo, NY",1,1,,1
"101 Dunlop Ave, Buffalo, NY",1,1,,1
"121 Dunlop Ave, Buffalo, NY",1,1,,1
"155 Dunlop Ave, Buffalo, NY",2,1,,1
"149 E Morris Ave, Buffalo, NY",1,1,,1
"68 E Depew Ave, Buffalo, NY",1,1,,1
"165 E Morris Ave, Buffalo, NY",1,1,,1
"63 E Morris Ave, Buffalo, NY",1,1,,1
"76 E Depew Ave, Buffalo, NY",1,1,,1
"175 E Morris Ave, Buffalo, NY",1,1,,1
"92 E Depew Ave, Buffalo, NY",1,1,,1
"156 E Morris Ave, Buffalo, NY",1,1,,1
"91 E Morris Ave, Buffalo, NY",1,1,,1
"18 Winspear Ave, Buffalo, NY",2,1,,1
"48 Winspear Ave, Buffalo, NY",1,1,,1
"54 Winspear Ave, Buffalo, NY",1,1,,1
"70 Benwood Ave, Buffalo, NY",1,1,,1
"66 Benwood Ave, Buffalo, NY",1,1,,1
"88 Winspear Ave, Buffalo, NY",2,1,,1
"123 Mercer Ave, Buffalo, NY",1,1,,1
"122 Winspear Ave, Buffalo, NY",2,1,,1
"25 Lisbon, Buffalo, NY",2,1,,1
"33 Winspear Ave, Buffalo, NY",1,1,,1
"122 Mercer Ave, Buffalo, NY",1,1,,1
"126 Mercer Ave, Buffalo, NY",1,1,,1
"325 Mercer Ave, Buffalo, NY",1,1,,1
"41 Winspear Ave, Buffalo, NY",2,1,,1
"127 Range Ave, Buffalo, NY",1,1,,1
"108 Highgate Ave, Buffalo, NY",2,1,,1
"157 Range Ave, Buffalo, NY",2,1,,1
"11 Shirley Ave, Buffalo, NY",1,1,,1
"85 Winspear Ave, Buffalo, NY",2,1,,1
"91 Highgate Ave, Buffalo, NY",1,1,,1
"101 Highgate Ave, Buffalo, NY",2,1,,1
"117 Winspear Ave, Buffalo, NY",3,1,,1
"123 Winspear Ave, Buffalo, NY",2,1,,1
"31 Shirley Ave, Buffalo, NY",1,1,,1
"111 Highgate Ave, Buffalo, NY",1,1,,1
"43 Shirley Ave, Buffalo, NY",1,1,,1
"51 Shirley Ave, Buffalo, NY",1,1,,1
"45 Northrup Place, Buffalo, NY",2,1,,1
"48 Northrup Place, Buffalo, NY",3,1,,1
"122 Lisbon Ave, Buffalo, NY",3,1,,1
"238 Highgate Ave, Buffalo, NY",1,1,,1
"242 Highgate Ave, Buffalo, NY",2,1,,1
"260 Highgate Ave, Buffalo, NY",1,1,,1
"141 Lisbon Ave, Buffalo, NY",3,1,,1
"145 Lisbon Ave, Buffalo, NY",3,1,,1
"155 Lisbon Ave, Buffalo, NY",2,1,,1
"209 Highgate Ave, Buffalo, NY",2,1,,1
"179 Lisbon Ave, Buffalo, NY",1,1,,1
"183 Lisbon Ave, Buffalo, NY",1,1,,1
"163 Winspear Ave, Buffalo, NY",2,1,,1
"146Dartmouth Ave, Buffalo, NY",2,1,,1
"152 Dartmouth Ave, Buffalo, NY",2,1,,1
"160 Dartmouth Ave, Buffalo, NY",1,1,,1
"215 Winspear Ave, Buffalo, NY",2,1,,1
"221 Winspear Ave, Buffalo, NY",2,1,,1
"89 Dartmouth Ave, Buffalo, NY",1,1,,1
"103 Dartmouth Ave, Buffalo, NY",1,1,,1
"176 Winspear Ave, Buffalo, NY",1,1,,1
"286 LaSalle Ave, Buffalo, NY",2,1,,1
"318 LaSalle Ave, Buffalo, NY",1,1,,1
"145 Dartmouth Ave, Buffalo, NY",1,1,,1
"277 LaSalle Ave, Buffalo, NY",2,1,,1
"157 Dartmouth Ave, Buffalo, NY",1,1,,1
"317 LaSalle Ave, Buffalo, NY",2,1,,1
"337 LaSalle Ave, Buffalo, NY",1,1,,1
"12 Dunlop Ave Buffalo, NY",2,1,,1
"16 Dunlop Ave Buffalo, NY",1,1,,1
"106 Dunlop Ave, Buffalo, NY",1,1,,1
"40 Dunlop Ave Buffalo, NY",2,1,,1
"44 Dunlop Ave Buffalo, NY",2,1,,1
"150 Dunlop Ave, Buffalo, NY",1,1,,1
"83 Dunlop Ave, Buffalo, NY",1,1,,1
"89 Dunlop Ave, Buffalo, NY",1,1,,1
"95 Dunlop Ave, Buffalo, NY",2,1,,1
"111 Dunlop Ave, Buffalo, NY",1,1,,1
"149 Dunlop Ave, Buffalo, NY",1,1,,1
"74 Shirley Ave, Buffalo, NY",1,1,,1
"84 Shirley Ave, Buffalo, NY",3,1,,1
"130 Shirley Ave, Buffalo, NY",1,1,,1
"85 Shirley Ave, Buffalo, NY",1,1,,1
"139 Shirley Ave, Buffalo, NY",1,1,,1
"155 Shirley Ave, Buffalo, NY",1,1,,1
"37 Dunlop Ave, Buffalo, NY",1,1,,1
"14 Hewitt Ave, Buffalo, NY",1,1,,1
"24 Hewitt Ave, Buffalo, NY",1,1,,1
"30 Hewitt Ave, Buffalo, NY",1,1,,1
"40 Hewitt Ave, Buffalo, NY",1,1,,1
"47 Hewitt Ave, Buffalo, NY",1,1,,1
"340 Parkridge Ave, Buffalo, NY",1,1,,1
"316 Parkridge Ave, Buffalo, NY",1,1,,1
"300 Parkridge Ave, Buffalo, NY",1,1,,1
"280 Parkridge Ave, Buffalo, NY",2,1,,1
"327 Parkridge Ave, Buffalo, NY",1,1,,1
"291 Parkridge Ave, Buffalo, NY",1,1,,1
"289 Parkridge Ave, Buffalo, NY",3,1,,1
"277 Parkridge Ave, Buffalo, NY",1,1,,1
"6 Dartmouth Ave, Buffalo, NY",4,2,,0
"248 Rounds Ave, Buffalo, NY",2,1,,1
"221 Rounds Ave, Buffalo, NY",2,1,,1
"608 Lisbon Ave, Buffalo, NY",2,1,,1
"614 Lisbon Ave, Buffalo, NY",2,1,,1
"599 Lisbon Ave, Buffalo, NY",2,1,,1
"607 Lisbon Ave, Buffalo, NY",2,1,,1
"653 Lisbon Ave, Buffalo, NY",2,1,,1
"642 Minnesota Ave, Buffalo, NY",2,1,,1
"665 Minnesota Ave, Buffalo, NY",2,1,,1
"72 William Price Parkway, Buffalo, NY",1,1,,1
"84 William Price Parkway, Buffalo, NY",1,1,,1
"118 William Price Parkway, Buffalo, NY",1,1,,1
"59 William Price Parkway, Buffalo, NY",1,1,,1
"730 Lasalle Ave, Buffalo, NY",2,1,,1
"754 Lasalle Ave, Buffalo, NY",1,1,,1
"687 Lasalle Ave, Buffalo, NY",2,1,,1
"693 Lasalle Ave, Buffalo, NY",1,1,,1
"727 Lasalle Ave, Buffalo, NY",3,1,,1
"753 Lasalle Ave, Buffalo, NY",1,1,,1
"659 Eggert Rd, Buffalo, NY",1,1,,1
"494 Shirley Ave, Buffalo, NY",1,1,,1
"518 Shirley Ave, Buffalo, NY",2,1,,1
"542 Shirley Ave, Buffalo, NY",1,1,,1
"535 Shirley Ave, Buffalo, NY",1,1,,1
"547 Shirley Ave, Buffalo, NY",1,1,,1
"549 Shirley Ave, Buffalo, NY",2,1,,1
"289 Winspear Ave, Buffalo, NY",2,1,,1
"328 Highgate Ave, Buffalo, NY",2,1,,1
"344 Highgate Ave, Buffalo, NY",2,1,,1
"309 Highgate Ave, Buffalo, NY",2,1,,1
"327 Highgate Ave, Buffalo, NY",2,1,,1
"335 Highgate Ave, Buffalo, NY",2,1,,1
"134 Berkshire Ave, Buffalo, NY",2,1,,1
"140 Berkshire Ave, Buffalo, NY",2,1,,1
"164 Berkshire Ave, Buffalo, NY",1,1,,1
"129 Berkshire Ave, Buffalo, NY",1,1,,1
"522 Dartmouth Ave, Buffalo, NY",2,1,,1
"157 Berkshire Ave, Buffalo, NY",2,1,,1
"219 Berkshire Ave, Buffalo, NY",3,2,,0
"511 Dartmouth Ave, Buffalo, NY",1,1,,1
"542 E Amherst Street, Buffalo, NY",2,1,,1
"300 Lisbon Ave., Buffalo, NY",1,1,,1
"378 Lisbon Ave, Buffalo, NY",1,1,,1
"333 Lisbon Ave, Buffalo, NY",1,1,,1
"361 Lisbon Ave, Buffalo, NY",1,1,,1
"379 Lisbon Ave, Buffalo, NY",2,1,,1
"378 Minnesota Ave, Buffalo, NY",1,1,,1
"339 Minnesota Ave, Buffalo, NY",2,1,,1
"355 Minnesota Ave, Buffalo, NY",2,1,,1
"371 Minnesota Ave, Buffalo, NY",1,1,,1
"386 Lasalle Ave, Buffalo, NY",2,1,,1
"355 Lasalle Ave, Buffalo, NY",2,1,,1
"403 Lasalle Ave, Buffalo, NY",1,1,,1
"423 Lasalle Ave, Buffalo, NY",3,2,,0
"174 Shirley Ave, Buffalo, NY",3,1,,1
"244 Shirley Ave, Buffalo, NY",1,1,,1
"179 Shirley Ave, Buffalo, NY",1,1,,1
"243 Shirley Ave, Buffalo, NY",2,1,,1
"582 Lasalle Ave, Buffalo, Ny",3,1,,1
"614 Lasalle Ave, Buffalo, NY",3,2,,0
"290 Stockbridge Ave Buffalo, NY",2,1,,1
"296 Stockbridge Ave Buffalo, NY",1,1,,1
"450 Dartmouth Ave, Buffalo, NY",2,1,,1
"454 Dartmouth Ave, Buffalo, NY",2,1,,1
"316 Stockbridge Ave Buffalo, NY",2,1,,1
"630 Lasalle Ave, Buffalo, NY",2,1,,1
"249 Stockbridge Ave Buffalo, NY",2,1,,1
"407 Dartmouth Ave, Buffalo, NY",3,1,,1
"660 Lasalle Ave, Buffalo, NY",2,1,,1
"435 Dartmouth Ave, Buffalo, NY",1,1,,1
"467 Dartmouth Ave, Buffalo, NY",2,1,,1
"239 Berkshire Ave Buffalo, NY",2,1,,1
"243 Berkshire Ave Buffalo, NY",1,1,,1
"247 Berkshire Ave Buffalo, NY",2,1,,1
"307 Berkshire Ave Buffalo, NY",1,1,,1
"432 Hewitt Ave, Buffalo, NY",2,1,,1
"643 Lasalle Ave, Buffalo, NY",2,1,,1
"456 Hewitt Ave, Buffalo, NY",3,1,,1
"580 E Amherst St Buffalo, NY",2,1,,1
"460 Hewitt Ave, Buffalo, NY",3,1,,1
"377 Hewitt Ave, Buffalo, NY",2,,,1
"661 Lasalle Ave, Buffalo, NY",2,1,,1
"675 Lasalle Ave, Buffalo, NY",2,1,,1
"437 Hewitt Ave, Buffalo, NY",2,1,,1
"439 Hewitt Ave, Buffalo, NY",2,1,,1
"455 Hewitt Ave, Buffalo, NY",3,1,,1
"691 Eggert Road, Buffalo, NY",1,1,,1
"721 Eggert Road, Buffalo, NY",1,1,,1
"2743 Main Street, Buffalo, NY",1,1,,1
"544 Winspear Ave, Buffalo, NY",1,1,,1
"69 Mercer Ave, Buffalo, NY",1,1,,1
"91 Mercer Ave, Buffalo, NY",1,1,,1
"632 Highgate Ave, Buffalo, NY",1,1,,1
"444 Winspear Ave, Buffalo, NY",2,1,,1
"567 Highgate Ave, Buffalo, NY",2,1,,1
"601 Highgate Ave, Buffalo, NY",1,1,,1
"424 Winspear Ave, Buffalo, NY",2,1,,1
"500 Winspear Ave, Buffalo, NY",2,1,,1
"493 Winspear Ave, Buffalo, NY",1,1,,1
"464 Highgate Ave, Buffalo, NY",2,1,,1
"472 Highgate Ave, Buffalo, NY",2,1,,1
"482 Highgate Ave, Buffalo, NY",1,1,,1
"532 Highgate Ave, Buffalo, NY",1,1,,1
"548 Highgate Ave, Buffalo, NY",2,2,,0
"477 Highgate Ave, Buffalo, NY",2,1,,1
"551 Highgate Ave, Buffalo, NY",1,1,,1
"88 Rounds Ave, Buffalo, NY",2,1,,1
"148 Rounds Ave, Buffalo, NY",1,1,,1
"111 Rounds Ave, Buffalo, NY",2,1,,1
"141 Rounds Ave, Buffalo, NY",1,1,,1
"161 Rounds Ave, Buffalo, NY",1,1,,1
"167 Rounds Ave, Buffalo, NY",1,1,,1
"48 E Depew Ave, Buffalo, NY",1,1,,1
"51 E Morris Ave, Buffalo, NY",1,1,,1
"161 E Morris Ave, Buffalo, NY",1,1,,1
"178 E Morris Ave, Buffalo, NY",1,1,,1
"140 E Morris Ave, Buffalo, NY",1,1,,1
"28 Winspear Ave, Buffalo, NY",1,1,,1
"110 E Morris Ave, Buffalo, NY",1,1,,1
"72 Winspear Ave, Buffalo, NY",1,1,,1
"114 Winspear Ave, Buffalo, NY",2,1,,1
"51 Benwood Ave, Buffalo, NY",1,1,,1
"17 E Morris Ave, Buffalo, NY",1,1,,1
"59 Winspear Ave, Buffalo, NY",1,1,,1
"2773 Main St, Buffalo, NY",1,1,,1
"69 Winspear Ave, Buffalo, NY",1,1,,1
"110 Highgate Ave, Buffalo, NY",1,1,,1
"120 Highgate Ave, Buffalo, NY",1,1,,1
"115 E Morris Ave, Buffalo, NY",1,1,,1
"15 Shirley Ave, Buffalo, NY",1,1,,1
"97 Winspear Ave, Buffalo, NY",1,1,,1
"101 Winspear Ave, Buffalo, NY",3,1,,1
"113 Winspear Ave, Buffalo, NY",2,1,,1
"25 Shirley Ave, Buffalo, NY",1,1,,1
"55 Shirley Ave, Buffalo, NY",1,1,,1
"65 Northrup Place, Buffalo, NY",2,1,,1
"24 Northrup Place, Buffalo, NY",2,1,,1
"50 Shirley Ave, Buffalo, NY",1,1,,1
"58 Northrup Place, Buffalo, NY",2,1,,1
"112 Lisbon Ave, Buffalo, NY",2,1,,1
"204 Highgate Ave, Buffalo, NY",1,1,,1
"40 Dartmouth Ave Buffalo, NY",1,1,,1
"134 Lisbon Ave, Buffalo, NY",3,1,,1
"140 Lisbon Ave, Buffalo, NY",3,1,,1
"44 Dartmouth Ave Buffalo, NY",1,1,,1
"91 Lisbon Ave, Buffalo, NY",3,2,,0
"197 Highgate Ave, Buffalo, NY",2,1,,1
"217 Highgate Ave, Buffalo, NY",1,1,,1
"233 Highgate Ave, Buffalo, NY",2,1,,1
"90 Dartmouth Ave, Buffalo, NY",1,1,,1
"169 Winspear Ave, Buffalo, NY",2,1,,1
"122 Dartmouth Ave, Buffalo, NY",1,1,,1
"156 Winspear Ave, Buffalo, NY",1,1,,1
"263 LaSalle Ave, Buffalo, NY",1,1,,1
"273 LaSalle Ave, Buffalo, NY",1,1,,1
"4 Dunlop Ave. Buffalo, NY",3,2,,0
"297 LaSalle Ave, Buffalo, NY",1,1,,1
"305 LaSalle Ave, Buffalo, NY",1,1,,1
"12 Dartmouth Ave Buffalo, NY",2,1,,1
"329 LaSalle Ave, Buffalo, NY",1,1,,1
"133 Dunlop Ave, Buffalo, NY",1,1,,1
"100 Shirley Ave, Buffalo, NY",1,1,,1
"114 Shirley Ave, Buffalo, NY",1,1,,1
"130 Shirley Ave, Buffalo, NY",1,1,,1
"146 Shirley Ave, Buffalo, NY",1,1,,1
"19 Dunlop Ave, Buffalo, NY",1,1,,1
"33 Dunlop Ave, Buffalo, NY",1,1,,1
"41 Dunlop Ave, Buffalo, NY",2,1,,1
"49 Dunlop Ave, Buffalo, NY",4,2,,0
"20 Hewitt Ave, Buffalo, NY",1,1,,1
"28 Hewitt Ave, Buffalo, NY",1,1,,1
"42 Hewitt Ave, Buffalo, NY",2,1,,1
"315 Parkridge Ave, Buffalo, NY",2,1,,1
"307 Parkridge Ave, Buffalo, NY",1,1,,1
"8 Dartmouth Ave, Buffalo, NY",4,2,,0
"222 Rounds Ave, Buffalo, NY",1,1,,1
"228 Rounds Ave, Buffalo, NY",2,1,,1
"252 Rounds Ave, Buffalo, NY",2,1,,1
"187 Rounds Ave, Buffalo, NY",2,1,,1
"247 Rounds Ave Buffalo, NY",2,1,,1
"255 Rounds Ave, Buffalo, NY",2,1,,1
"626 Lisbon Ave, Buffalo, NY",2,2,,0
"595 Lisbon Ave, Buffalo, NY",2,1,,1
"635 Lisbon Ave, Buffalo, NY",2,1,,1
"618 Minnesota Ave, Buffalo, NY",3,1,,1
"626 Minnesota Ave, Buffalo, NY",2,1,,1
"662 Minnesota Ave, Buffalo, NY",2,1,,1
"643 Minnesota Ave, Buffalo, NY",2,1,,1
"649 Minnesota Ave, Buffalo, NY",2,1,,1
"661 Minnesota Ave, Buffalo, NY",2,1,,1
"24 William Price Parkway, Buffalo, NY",1,1,,1
"36 William Price Parkway, Buffalo, NY",1,1,,1
"126 William Price Parkway, Buffalo, NY",1,1,,1
"95 William Price Parkway, Buffalo, NY",1,1,,1
"706 Lasalle Ave, Buffalo, NY",1,1,,1
"726 Lasalle Ave, Buffalo, NY",3,1,,1
"746 Lasalle Ave, Buffalo, NY",1,1,,1
"701 Lasalle Ave, Buffalo, NY",2,1,,1
"711 Lasalle Ave, Buffalo, NY",1,1,,1
"638 Eggert Rd, Buffalo, NY",1,1,,1
"484 Shirley Ave, Buffalo, NY",2,1,,1
"506 Shirley Ave, Buffalo, NY",1,1,,1
"493 Shirley Ave, Buffalo, NY",1,1,,1
"309 Winspear Ave, Buffalo, NY",2,1,,1
"294 Highgate Ave, Buffalo, NY",2,1,,1
"339 Highgate Ave, Buffalo, NY",2,1,,1
"224 Parkridge Ave, Buffalo, NY",1,1,,1
"130 Berkshire Ave, Buffalo, NY",1,1,,1
"158 Berkshire Ave, Buffalo, NY",1,1,,1
"162 Berkshire Ave, Buffalo, NY",1,1,,1
"506 Dartmouth Ave, Buffalo, NY",2,1,,1
"145 Berkshire Ave, Buffalo, NY",1,1,,1
"548 Dartmouth Ave, Buffalo, NY",2,1,,1
"424 E Amherst Street, Buffalo, NY",2,2,,0
"556 Dartmouth Ave, Buffalo, NY",1,1,,1
"438 E Amherst Street, Buffalo, NY",2,2,,0
"489 Dartmouth Ave, Buffalo, NY",1,1,,1
"446 E Amherst Street, Buffalo, NY",1,1,,1
"460 E Amherst Street, Buffalo, NY",1,1,,1
"472 E Amherst Street, Buffalo, NY",1,1,,1
"549 Dartmouth Ave, Buffalo, NY",1,1,,1
"576 Eggert Rd, Buffalo, NY",1,1,,1
"560 Eggert Rd, Buffalo, NY",2,1,,1
"326 Lisbon Ave., Buffalo, NY",2,1,,1
"332 Lisbon Ave., Buffalo, NY",2,1,,1
"374 Lisbon Ave., Buffalo, NY",1,1,,1
"382 Lisbon Ave, Buffalo, NY",1,1,,1
"339 Lisbon Ave, Buffalo, NY",1,1,,1
"375 Lisbon Ave, Buffalo, NY",2,1,,1
"342 Minnesota Ave, Buffalo, NY",1,1,,1
"362 Minnesota Ave, Buffalo, NY",2,1,,1
"335 Minnesota Ave, Buffalo, NY",1,1,,1
"393 Minnesota Ave, Buffalo, NY",2,1,,1
"406 Lasalle Ave, Buffalo, NY",1,1,,1
"424 Lasalle Ave, Buffalo, NY",1,1,,1
"426 Lasalle Ave, Buffalo, NY",1,1,,1
"430 Lasalle Ave, Buffalo, NY",1,1,,1
"367 Lasalle Ave, Buffalo, NY",1,1,,1
"429 Lasalle Ave, Buffalo, NY",2,1,,1
"184 Shirley Ave, Buffalo, NY",2,1,,1
"196 Shirley Ave, Buffalo, NY",3,1,,1
"220 Shirley Ave, Buffalo, NY",2,1,,1
"224 Shirley Ave, Buffalo, NY",3,1,,1
"382 Dartmouth Ave, Buffalo, NY",2,1,,1
"406 Dartmouth Ave, Buffalo, NY",2,2,,0
"264 Stockbridge Ave Buffalo, NY",2,1,,1
"612 Lasalle Ave, Buffalo, NY",3,2,,0
"272 Stockbridge Ave Buffalo, NY",3,1,,1
"280 Stockbridge Ave Buffalo, NY",2,1,,1
"636 Lasalle Ave, Buffalo, NY",1,1,,1
"243 Stockbridge Ave Buffalo, NY",2,1,,1
"650 Lasalle Ave, Buffalo, NY",2,1,,1
"285 Stockbridge Ave Buffalo, NY",2,1,,1
"313 Stockbridge Ave Buffalo, NY",2,1,,1
"441 Dartmouth Ave, Buffalo, NY",1,1,,1
"240 Berkshire Ave Buffalo, NY",2,2,,0
"258 Berkshire Ave Buffalo, NY",3,1,,1
"589 Lasalle Ave, Buffalo, NY",3,1,,1
"595 Lasalle Ave, Buffalo, NY",3,1,,1
"382 Hewitt Ave, Buffalo, NY",3,1,,1
"414 Hewitt Ave, Buffalo, NY",2,1,,1
"253 Berkshire Ave Buffalo, NY",3,1,,1
"263 Berkshire Ave Buffalo, NY",1,1,,1
"418 Hewitt Ave, Buffalo, NY",2,1,,1
"271 Berkshire Ave Buffalo, NY",3,1,,1
"291 Berkshire Ave Buffalo, NY",1,2,,0
"430 Hewitt Ave, Buffalo, NY",2,1,,1
"639 Lasalle Ave, Buffalo, NY",3,2,,0
"641 Lasalle Ave, Buffalo, NY",3,1,,1
"647 Lasalle Ave, Buffalo, NY",2,1,,1
"655 Lasalle Ave, Buffalo, NY",1,1,,1
"667 Lasalle Ave, Buffalo, NY",3,2,,0
"387 Shirley Ave, Buffalo, NY",1,1,,1
"411 Shirley Ave, Buffalo, NY",1,1,,1
"427 Shirley Ave, Buffalo, NY",2,1,,1
"431 Shirley Ave, Buffalo, NY",3,2,,0
"461 Shirley Ave, Buffalo, NY",1,1,,1
"56 E Depew Ave, Buffalo, NY",1,1,,1
"75 E Morris Ave, Buffalo, NY",1,1,,1
"55 E Depew Ave, Buffalo, NY",1,1,,1
"152 E Morris Ave, Buffalo, NY",1,1,,1
"164 E Morris Ave, Buffalo, NY",1,1,,1
"95 E Morris Ave, Buffalo, NY",1,1,,1
"48 Winspear Ave, Buffalo, NY",1,1,,1
"60 E Morris Ave, Buffalo, NY",1,1,,1
"70 Winspear Ave, Buffalo, NY",1,1,,1
"80 Benwood Ave, Buffalo, NY",1,1,,1
"80 Winspear Ave, Buffalo, NY",1,1,,1
"86 Winspear Ave, Buffalo, NY",2,1,,1
"108 Winspear Ave, Buffalo, NY",2,1,,1
"49 Benwood Ave, Buffalo, NY",1,1,,1
"31 Lisbon, Buffalo, NY",2,1,,1
"2803 Main St, Buffalo, NY",1,1,,1
"2763 Main St, Buffalo, NY",1,1,,1
"111 E Morris Ave, Buffalo, NY",1,1,,1
"84 Highgate Ave, Buffalo, NY",1,1,,1
"131 Range Ave, Buffalo, NY",1,1,,1
"104 Highgate Ave, Buffalo, NY",1,1,,1
"136 Highgate Ave, Buffalo, NY",1,1,,1
"152 Highgate Ave, Buffalo, NY",1,1,,1
"39 Shirley Ave, Buffalo, NY",1,1,,1
"31 Northrup Place, Buffalo, NY",1,1,,1
"35 Northrup Place, Buffalo, NY",1,1,,1
"61 Northrup Place, Buffalo, NY",2,1,,1
"63 Northrup Place, Buffalo, NY",2,1,,1
"75 Northrup Place, Buffalo, NY",2,1,,1
"151 Highgate Ave, Buffalo, NY",1,1,,1
"30 Northrup Place, Buffalo, NY",2,1,,1
"56 Shirley Ave, Buffalo, NY",2,1,,1
"36 Northrup Place, Buffalo, NY",2,1,,1
"50 Northrup Place, Buffalo, NY",2,1,,1
"106 Lisbon Ave, Buffalo, NY",2,1,,1
"180 Highgate Ave, Buffalo, NY",1,1,,1
"216 Highgate Ave, Buffalo, NY",1,1,,1
"174 Lisbon Ave, Buffalo, NY",2,1,,1
"183 Highgate Ave, Buffalo, NY",2,1,,1
"217 Highgate Ave, Buffalo, NY",1,1,,1
"250 LaSalle Ave, Buffalo, NY",1,1,,1
"249 Highgate Ave, Buffalo, NY",2,1,,1
"257 Highgate Ave, Buffalo, NY",1,1,,1
"263 Highgate Ave, Buffalo, NY",1,1,,1
"84 Dartmouth Ave , Buffalo, NY",1,1,,1
"102 Dartmouth Ave, Buffalo, NY",1,1,,1
"110 Dartmouth Ave, Buffalo, NY",1,1,,1
"153 Winspear Ave, Buffalo, NY",2,1,,1
"167 Winspear Ave, Buffalo, NY",2,1,,1
"120 Dartmouth Ave, Buffalo, NY",1,1,,1
"134 Dartmouth Ave, Buffalo, NY",1,1,,1
"185 Winspear Ave, Buffalo, NY",2,1,,1
"45 Dartmouth Ave Buffalo, NY",1,1,,1
"49 Dartmouth Ave Buffalo, NY",1,1,,1
"119 Dartmouth Ave, Buffalo, NY",1,1,,1
"264 LaSalle Ave, Buffalo, NY",2,1,,1
"172 Winspear Ave, Buffalo, NY",2,1,,1
"276 LaSalle Ave, Buffalo, NY",1,1,,1
"123 Dartmouth Ave, Buffalo, NY",1,2,,0
"22 Dartmouth Ave Buffalo, NY",1,1,,1
"131 Dartmouth Ave, Buffalo, NY",1,1,,1
"38 Dartmouth Ave Buffalo, NY",1,1,,1
"308 LaSalle Ave, Buffalo, NY",1,1,,1
"208 Winspear Ave, Buffalo, NY",2,1,,1
"334 LaSalle Ave, Buffalo, NY",1,1,,1
"48 Dartmouth Ave Buffalo, NY",2,1,,1
"301 LaSalle Ave, Buffalo, NY",1,1,,1
"313 LaSalle Ave, Buffalo, NY",2,2,,0
"102 Dunlop Ave, Buffalo, NY",1,1,,1
"112 Dunlop Ave, Buffalo, NY",1,1,,1
"116 Dunlop Ave, Buffalo, NY",1,1,,1
"154 Dunlop Ave, Buffalo, NY",1,1,,1
"142 Shirley Ave, Buffalo, NY",1,1,,1
"150 Shirley Ave, Buffalo, NY",1,1,,1
"156 Shirley Ave, Buffalo, NY",3,2,,0
"103 Shirley Ave, Buffalo, NY",1,1,,1
"115 Shirley Ave, Buffalo, NY",1,1,,1
"119 Shirley Ave, Buffalo, NY",1,1,,1
"149 Shirley Ave, Buffalo, NY",1,1,,1
"15 Dunlop Ave, Buffalo, NY",2,1,,1
"50 Hewitt Ave, Buffalo, NY",1,1,,1
"35 Hewitt Ave, Buffalo, NY",2,1,,1
"39 Hewitt Ave, Buffalo, NY",2,1,,1
"320 Parkridge Ave, Buffalo, NY",1,1,,1
"296 Parkridge Ave, Buffalo, NY",1,1,,1
"283 Parkridge Ave, Buffalo, NY",2,1,,1
"281 Parkridge Ave, Buffalo, NY",1,1,,1
"39 Dartmouth Ave, Buffalo, NY",4,2,,0
"188 Rounds Ave, Buffalo, NY",2,1,,1
"202 Rounds Ave, Buffalo, NY",2,1,,1
