address,condition,occupancy,comments,Occupied
"265 LaSalle Ave, Buffalo, NY",1,1,,1
"161 Dartmouth Ave, Buffalo, NY",1,1,,1
"16 Dartmouth Ave Buffalo, NY",1,1,,1
"34 Dartmouth Ave Buffalo, NY",1,1,,1
"22 Dunlop Ave Buffalo, NY",1,1,,1
"118 Dunlop Ave, Buffalo, NY",1,1,,1
"48 Dunlop Ave Buffalo, NY",2,1,,1
"126 Dunlop Ave, Buffalo, NY",2,1,,1
"156 Dunlop Ave, Buffalo, NY",2,1,,1
"99 Dunlop Ave, Buffalo, NY",2,1,,1
"70 Shirley Ave, Buffalo, NY",1,1,,1
"104 Shirley Ave, Buffalo, NY",2,2,,0
"164 Shirley Ave, Buffalo, NY",2,1,,1
"355 Parkridge Ave, Buffalo, NY",2,1,,1
"105 Shirley Ave, Buffalo, NY",3,1,,1
"29 Dunlop Ave, Buffalo, NY",1,1,,1
"36 Hewitt Ave, Buffalo, NY",2,1,,1
"43 Hewitt Ave, Buffalo, NY",1,1,,1
"346 Parkridge Ave, Buffalo, NY",1,1,,1
"318 Parkridge Ave, Buffalo, NY",1,1,,1
"308 Parkridge Ave, Buffalo, NY",1,1,,1
"290 Parkridge Ave, Buffalo, NY",1,1,,1
"343 Parkridge Ave, Buffalo, NY",2,1,,1
"185 Rounds Ave, Buffalo, NY",2,1,,1
"191 Rounds Ave, Buffalo, NY",3,1,,1
"201 Rounds Ave, Buffalo, NY",3,2,,0
"205 Rounds Ave, Buffalo, NY",2,2,,0
"243 Rounds Ave Buffalo, NY",2,1,,1
"605 Lisbon Ave, Buffalo, NY",2,1,,1
"617 Lisbon Ave, Buffalo, NY",1,1,,1
"694 Eggert Rd, Buffalo, NY",1,1,,1
"622 Minnesota Ave, Buffalo, NY",2,1,,1
"630 Minnesota Ave, Buffalo, NY",2,1,,1
"636 Minnesota Ave, Buffalo, NY",2,1,,1
"621 Minnesota Ave, Buffalo, NY",1,1,,1
"631 Minnesota Ave, Buffalo, NY",3,1,,1
"659 Minnesota Ave, Buffalo, NY",2,1,,1
"60 William Price Parkway, Buffalo, NY",1,1,,1
"108 William Price Parkway, Buffalo, NY",1,1,,1
"47 William Price Parkway, Buffalo, NY",1,1,,1
"696 Lasalle Ave, Buffalo, NY",2,1,,1
"715 Lasalle Ave, Buffalo, NY",2,1,,1
"749 Lasalle Ave, Buffalo, NY",2,1,,1
"624 Eggert Rd, Buffalo, NY",1,1,,1
"671 Eggert Rd, Buffalo, NY",2,1,,1
"526 Shirley Ave, Buffalo, NY",1,1,,1
"532 Shirley Ave, Buffalo, NY",1,1,,1
"544 Shirley Ave, Buffalo, NY",1,1,,1
"553 Shirley Ave, Buffalo, NY",1,1,,1
"297 Winspear Ave, Buffalo, NY",2,1,,1
"317 Winspear Ave, Buffalo, NY",1,1,,1
"276 Highgate Ave, Buffalo, NY",1,1,,1
"288 Highgate Ave, Buffalo, NY",2,1,,1
"316 Highgate Ave, Buffalo, NY",2,1,,1
"352 Highgate Ave, Buffalo, NY",2,1,,1
"293 Highgate Ave, Buffalo, NY",1,1,,1
"311 Highgate Ave, Buffalo, NY",2,1,,1
"319 Highgate Ave, Buffalo, NY",2,1,,1
"78 Shirley Ave, Buffalo, NY",1,1,,1
"124 Shirley Ave, Buffalo, NY",1,1,,1
"81 Shirley Ave, Buffalo, NY",1,1,,1
"45 Dunlop Ave, Buffalo, NY",1,1,,1
"342 Parkridge Ave, Buffalo, NY",1,1,,1
"322 Parkridge Ave, Buffalo, NY",4,2,,0
"278 Parkridge Ave, Buffalo, NY",2,1,,1
"196 Rounds Ave, Buffalo, NY",2,1,,1
"218 Rounds Ave, Buffalo, NY",2,1,,1
"226 Rounds Ave, Buffalo, NY",2,1,,1
"254 Rounds Ave, Buffalo, NY",2,1,,1
"197 Rounds Ave, Buffalo, NY",2,1,,1
"225 Rounds Ave, Buffalo, NY",2,1,,1
"249 Rounds Ave, Buffalo, NY",2,1,,1
"584 Lisbon Ave, Buffalo, NY",1,1,,1
"604 Lisbon Ave, Buffalo, NY",1,1,,1
"638 Lisbon Ave, Buffalo, NY",2,1,,1
"648 Lisbon Ave, Buffalo, NY",2,1,,1
"603 Lisbon Ave, Buffalo, NY",2,1,,1
"619 Lisbon Ave, Buffalo, NY",3,2,,0
"647 Lisbon Ave, Buffalo, NY",2,1,,1
"672 Minnesota Ave, Buffalo, NY",2,1,,1
"625 Minnesota Ave, Buffalo, NY",4,3,X marked on data sheet,1
"655 Minnesota Ave, Buffalo, NY",4,3,X marked on data sheet,1
"671 Minnesota Ave, Buffalo, NY",2,1,,1
"101 William Price Parkway, Buffalo, NY",1,1,,1
"708 Lasalle Ave, Buffalo, NY",2,1,,1
"732 Lasalle Ave, Buffalo, NY",2,1,,1
"748 Lasalle Ave, Buffalo, NY",2,1,,1
"660 Eggert Rd, Buffalo, NY",2,1,,1
"658 Eggert Rd, Buffalo, NY",2,1,,1
"630 Eggert Rd, Buffalo, NY",2,1,,1
"621 Eggert Rd, Buffalo, NY",2,1,,1
"516 Shirley Ave, Buffalo, NY",1,1,,1
"531 Shirley Ave, Buffalo, NY",1,2,,0
"539 Shirley Ave, Buffalo, NY",2,2,,0
"249 Winspear Ave, Buffalo, NY",1,1,,1
"261 Winspear Ave, Buffalo, NY",1,1,,1
"273 Winspear Ave, Buffalo, NY",1,1,,1
"315 Winspear Ave, Buffalo, NY",1,1,,1
"304 Highgate Ave, Buffalo, NY",1,1,,1
"332 Highgate Ave, Buffalo, NY",2,1,,1
"347 Highgate Ave, Buffalo, NY",1,1,,1
"351 Highgate Ave, Buffalo, NY",1,1,,1
"257 Minnesota Ave, Buffalo, NY",4,2,,0
"144 Berkshire Ave, Buffalo, NY",2,1,,1
"178 Berkshire Ave, Buffalo, NY",1,1,,1
"510 Dartmouth Ave, Buffalo, NY",1,1,,1
"528 Dartmouth Ave, Buffalo, NY",1,1,,1
"177 Berkshire Ave, Buffalo, NY",2,1,,1
"195 Berkshire Ave, Buffalo, NY",2,1,,1
"503 Dartmouth Ave, Buffalo, NY",2,1,,1
"480 E Amherst Street, Buffalo, NY",1,1,,1
"508 E Amherst Street, Buffalo, NY",1,2,,0
"527 Dartmouth Ave, Buffalo, NY",2,1,,1
"539 Dartmouth Ave, Buffalo, NY",2,2,,0
"608 Eggert Rd , Buffalo, NY",3,2,,0
"326 Lisbon Ave., Buffalo, NY",2,1,,1
"381 Lisbon Ave, Buffalo, NY",1,1,,1
"330 Minnesota Ave, Buffalo, NY",1,1,,1
"382 Minnesota Ave, Buffalo, NY",1,1,,1
"402 Minnesota Ave, Buffalo, NY",1,1,,1
"325 Minnesota Ave, Buffalo, NY",1,1,,1
"367 Minnesota Ave, Buffalo, NY",2,1,,1
"352 Lasalle Ave, Buffalo, NY",1,1,,1
"372 Lasalle Ave, Buffalo, NY",2,1,,1
"409 Lasalle Ave, Buffalo, NY",1,1,,1
"415 Lasalle Ave, Buffalo, NY",3,2,,0
"256 Shirley Ave, Buffalo, NY",2,1,,1
"187 Shirley Ave, Buffalo, NY",3,2,,0
"207 Shirley Ave, Buffalo, NY",3,1,,1
"217 Shirley Ave, Buffalo, NY",3,1,,1
"235 Shirley Ave, Buffalo, NY",2,1,,1
"444 Dartmouth Ave, Buffalo, NY",2,1,,1
"300 Stockbridge Ave Buffalo, NY",3,1,,1
"247 Stockbridge Ave Buffalo, NY",1,1,,1
"383 Dartmouth Ave, Buffalo, NY",2,1,,1
"648 Lasalle Ave, Buffalo, NY",3,2,,0
"244 Berkshire Ave Buffalo, NY",2,1,,1
"583 Lasalle Ave, Buffalo, NY",2,1,,1
"264 Berkshire Ave Buffalo, NY",3,1,,1
"475 Dartmouth Ave, Buffalo, NY",1,1,,1
"611 Lasalle Ave, Buffalo, NY",2,1,,1
"420 Hewitt Ave, Buffalo, NY",2,1,,1
"635 Lasalle Ave, Buffalo, NY",3,2,,0
"562 E Amherst St Buffalo, NY",2,1,,1
"448 Hewitt Ave, Buffalo, NY",2,1,,1
"566 E Amherst St Buffalo, NY",3,1,,1
"454 Hewitt Ave, Buffalo, NY",2,1,,1
"576 E Amherst St Buffalo, NY",3,1,,1
"659 Lasalle Ave, Buffalo, NY",1,1,,1
"399 Hewitt Ave, Buffalo, NY",3,1,,1
"401 Hewitt Ave, Buffalo, NY",2,1,,1
"671 Lasalle Ave, Buffalo, NY",1,1,,1
"413 Hewitt Ave, Buffalo, NY",1,1,,1
"417 Hewitt Ave, Buffalo, NY",4,3,Lot written on data sheet,1
"431 Hewitt Ave, Buffalo, NY",3,1,,1
"450 Shirley Ave, Buffalo, NY",3,2,,0
"421 Shirley Ave, Buffalo, NY",1,1,,1
"468 Shirley Ave, Buffalo, NY",3,1,,1
"451 Shirley Ave, Buffalo, NY",2,1,,1
"471 Shirley Ave, Buffalo, NY",1,1,,1
"679 Eggert Road, Buffalo, NY",1,1,,1
"2697 Main Street, Buffalo, NY",1,1,,1
"2713 Main Street, Buffalo, NY",2,1,,1
"62 E Amherst Ave, Buffalo, NY",2,1,,1
"2829 Main Street, Buffalo, NY",1,1,,1
"536 Winspear Ave, Buffalo, NY",1,1,,1
"564 Winspear Ave, Buffalo, NY",1,1,,1
"599 Winspear Ave, Buffalo, NY",1,1,,1
"43 Mercer Ave, Buffalo, NY",1,1,,1
"601 Winspear Ave, Buffalo, NY",1,1,,1
"77 Mercer Ave, Buffalo, NY",1,1,,1
"614 Highgate Ave, Buffalo, NY",1,1,,1
"440 Winspear Ave, Buffalo, NY",1,1,,1
"450 Winspear Ave, Buffalo, NY",2,1,,1
"504 Winspear Ave, Buffalo, NY",2,1,,1
"637 Highgate Ave, Buffalo, NY",1,1,,1
"510 Winspear Ave, Buffalo, NY",1,1,,1
"526 Winspear Ave, Buffalo, NY",1,1,,1
"429 Winspear Ave, Buffalo, NY",1,1,,1
"482 lisbon Buffalo, NY",3,1,,1
"475 Winspear Ave, Buffalo, NY",1,1,,1
"491 Winspear Ave, Buffalo, NY",1,1,,1
"490 Highgate Ave, Buffalo, NY",2,1,,1
"552 Highgate Ave, Buffalo, NY",1,1,,1
"461 Highgate Ave, Buffalo, NY",2,1,,1
"465 Highgate Ave, Buffalo, NY",2,1,,1
"471 Highgate Ave, Buffalo, NY",1,1,,1
"485 Highgate Ave, Buffalo, NY",2,1,,1
"497 Highgate Ave, Buffalo, NY",2,1,,1
"537 Highgate Ave, Buffalo, NY",2,1,,1
"541 Highgate Ave, Buffalo, NY",1,1,,1
"545 Highgate Ave, Buffalo, NY",1,1,,1
"555 Highgate Ave, Buffalo, NY",1,1,,1
"82 Rounds Ave, Buffalo, NY",2,1,,1
"84 Rounds Ave, Buffalo, NY",1,1,,1
"110 Rounds Ave, Buffalo, NY",2,1,,1
"118 Rounds Ave, Buffalo, NY",2,1,,1
"168 Rounds Ave, Buffalo, NY",1,1,,1
"81 Rounds Ave, Buffalo, NY",2,1,,1
"131 Rounds Ave, Buffalo, NY",1,1,,1
"147 Rounds Ave, Buffalo, NY",2,1,,1
"312 Hewitt Ave, Buffalo, NY",4,3,X Written on data sheet,1
"364 Hewitt Ave, Buffalo, NY",2,1,,1
"315 Hewitt Ave, Buffalo, NY",2,1,,1
"331 Hewitt Ave, Buffalo, NY",2,1,,1
"450 Stockbridge Ave, Buffalo, NY",4,3,X written on data sheet,1
"460 Stockbridge Ave, Buffalo, NY",2,1,,1
"417 Stockbridge Ave, Buffalo, NY",4,3,X written on data sheet,1
"437 Stockbridge Ave, Buffalo, NY",1,1,,1
"426 Berkshire Ave, Buffalo, NY",2,1,,1
"423 Berkshire Ave, Buffalo, NY",2,1,,1
"3206 Bailey Ave, Buffalo, NY",2,1,,1
"3195 Bailey Ave, Buffalo, NY",3,2,,0
"3178 Bailey Ave, Buffalo, NY",3,2,,0
"3247 Bailey Ave, Buffalo, NY",2,2,,0
"3235 Bailey Ave, Buffalo, NY",3,2,,0
"324 Shirley Ave, Buffalo, NY",2,1,,1
"348 Shirley Ave, Buffalo, NY",2,2,,0
"335 Shirley Ave, Buffalo, NY",2,1,,1
"312 Dartmouth Ave, Buffalo, NY",3,2,,0
"314 Dartmouth Ave, Buffalo, NY",2,1,,1
"82 Shirley Ave, Buffalo, NY",3,2,,0
"110 Shirley Ave, Buffalo, NY",2,1,,1
"120 Shirley Ave, Buffalo, NY",1,1,,1
"77 Shirley Ave, Buffalo, NY",3,1,,1
"123 Shirley Ave, Buffalo, NY",3,1,,1
"145 Shirley Ave, Buffalo, NY",2,1,,1
"153 Shirley Ave, Buffalo, NY",1,1,,1
"17 Hewitt Ave, Buffalo, NY",4,2,,0
"319 Parkridge Ave, Buffalo, NY",1,1,,1
"295 Parkridge Ave, Buffalo, NY",2,1,,1
"10 Dunlop Ave, Buffalo, NY",4,2,,0
"88 Shirley Ave, Buffalo, NY",1,1,,1
"138 Shirley Ave, Buffalo, NY",2,1,,1
"152 Shirley Ave, Buffalo, NY",2,1,,1
"87 Shirley Ave, Buffalo, NY",1,1,,1
"163 Shirley Ave, Buffalo, NY",1,1,,1
"5 Dunlop Ave, Buffalo, NY",1,1,,1
"11 Dunlop Ave, Buffalo, NY",2,1,,1
"47 Dunlop Ave, Buffalo, NY",4,2,,0
"13 Hewitt Ave, Buffalo, NY",4,2,,0
"96 Shirley Ave, Buffalo, NY",1,1,,1
"106 Shirley Ave, Buffalo, NY",2,1,,1
"116 Shirley Ave, Buffalo, NY",1,1,,1
"73 Shirley Ave, Buffalo, NY",1,1,,1
"111 Shirley Ave, Buffalo, NY",3,2,,0
"141 Shirley Ave, Buffalo, NY",2,1,,1
"159 Shirley Ave, Buffalo, NY",2,1,,1
"9 Dunlop Ave, Buffalo, NY",4,2,,0
"27 Dunlop Ave, Buffalo, NY",1,1,,1
"44 Hewitt Ave, Buffalo, NY",1,1,,1
"11 Hewitt Ave, Buffalo, NY",4,2,,0
"19 Hewitt Ave, Buffalo, NY",4,2,,0
"31 Hewitt Ave, Buffalo, NY",1,1,,1
"332 Parkridge Ave, Buffalo, NY",1,1,,1
"312 Parkridge Ave, Buffalo, NY",1,1,,1
"341 Parkridge Ave, Buffalo, NY",1,1,,1
"335 Parkridge Ave, Buffalo, NY",1,1,,1
"135 Shirley Ave, Buffalo, NY",1,1,,1
"34 Hewitt Ave, Buffalo, NY",2,1,,1
"54 Hewitt Ave, Buffalo, NY",1,1,,1
"311 Parkridge Ave, Buffalo, NY",1,1,,1
"299 Parkridge Ave, Buffalo, NY",2,1,,1
"9 Dartmouth Ave, Buffalo, NY",4,2,,0
"184 Rounds Ave, Buffalo, NY",2,1,,1
"610 Lisbon Ave, Buffalo, NY",2,1,,1
"630 Lisbon Ave, Buffalo, NY",2,1,,1
"613 Lisbon Ave, Buffalo, NY",2,1,,1
"644 Minnesota Ave, Buffalo, NY",2,1,,1
"650 Minnesota Ave, Buffalo, NY",2,1,,1
"677 Minnesota Ave, Buffalo, NY",2,1,,1
"683 Minnesota Ave, Buffalo, NY",2,1,,1
"685 Minnesota Ave, Buffalo, NY",4,3,X marked on data sheet,1
"30 William Price Parkway, Buffalo, NY",1,1,,1
"66 William Price Parkway, Buffalo, NY",1,1,,1
"718 Lasalle Ave, Buffalo, NY",2,1,,1
"689 Lasalle Ave, Buffalo, NY",2,1,,1
"616 Eggert Rd, Buffalo, NY",2,1,,1
"3 Eldon Rd, Buffalo, NY",1,1,,1
"488 Shirley Ave, Buffalo, NY",1,1,,1
"498 Shirley Ave, Buffalo, NY",1,1,,1
"502 Shirley Ave, Buffalo, NY",1,1,,1
"508 Shirley Ave, Buffalo, NY",1,1,,1
"511 Shirley Ave, Buffalo, NY",1,1,,1
"527 Shirley Ave, Buffalo, NY",2,1,,1
"265 Winspear Ave, Buffalo, NY",1,1,,1
"320 Highgate Ave, Buffalo, NY",2,1,,1
"356 Highgate Ave, Buffalo, NY",2,1,,1
"358 Highgate Ave, Buffalo, NY",2,1,,1
"275 Highgate Ave, Buffalo, NY",2,1,,1
"154 Berkshire Ave, Buffalo, NY",1,1,,1
"115 Berkshire Ave, Buffalo, NY",2,1,,1
"117 Berkshire Ave, Buffalo, NY",2,1,,1
"139 Berkshire Ave, Buffalo, NY",2,1,,1
"159 Berkshire Ave, Buffalo, NY",2,1,,1
"201 Berkshire Ave, Buffalo, NY",2,1,,1
"544 Dartmouth Ave, Buffalo, NY",2,1,,1
"548 Dartmouth Ave, Buffalo, NY",2,1,,1
"497 Dartmouth Ave, Buffalo, NY",1,1,,1
"452 E Amherst Street, Buffalo, NY",1,1,,1
"456 E Amherst Street, Buffalo, NY",1,1,,1
"499 Dartmouth Ave, Buffalo, NY",2,2,,0
"482 E Amherst Street, Buffalo, NY",1,1,,1
"517 Dartmouth Ave, Buffalo, NY",1,1,,1
"496 E Amherst Street, Buffalo, NY",3,2,,0
"535 Dartmouth Ave, Buffalo, NY",1,1,,1
"514 E Amherst Street, Buffalo, NY",1,1,,1
"553 Dartmouth Ave, Buffalo, NY",1,1,,1
"596 Eggert Rd, Buffalo, NY",2,1,,1
"308 Lisbon Ave., Buffalo, NY",1,1,,1
"350 Lisbon Ave., Buffalo, NY",1,1,,1
"360 Lisbon Ave., Buffalo, NY",2,1,,1
"301 Lisbon Ave, Buffalo, NY",1,1,,1
"356 Lasalle Ave, Buffalo, NY",2,1,,1
"380 Lasalle Ave, Buffalo, NY",2,1,,1
"416 Lasalle Ave, Buffalo, NY",1,1,,1
"417 Lasalle Ave, Buffalo, NY",2,1,,1
"425 Lasalle Ave, Buffalo, NY",2,2,,0
"210 Shirley Ave, Buffalo, NY",1,1,,1
"252 Shirley Ave, Buffalo, NY",2,1,,1
"195 Shirley Ave, Buffalo, NY",3,1,,1
"201 Shirley Ave, Buffalo, NY",2,2,,0
"590 Lasalle Ave, Buffalo, NY",3,1,,1
"412 Dartmouth Ave, Buffalo, NY",3,2,,0
"414 Dartmouth Ave, Buffalo, NY",2,1,,1
"438 Dartmouth Ave, Buffalo, NY",3,1,,1
"276 Stockbridge Ave Buffalo, NY",3,1,,1
"308 Stockbridge Ave Buffalo, NY",3,1,,1
"381 Dartmouth Ave, Buffalo, NY",2,1,,1
"271 Stockbridge Ave Buffalo, NY",2,1,,1
"399 Dartmouth Ave, Buffalo, NY",2,1,,1
"662 Lasalle Ave, Buffalo, NY",1,1,,1
"295 Stockbridge Ave Buffalo, NY",3,1,,1
"299 Stockbridge Ave Buffalo, NY",2,1,,1
"437 Dartmouth Ave, Buffalo, NY",1,1,,1
"248 Berkshire Ave Buffalo, NY",2,1,,1
"674 Lasalle Ave, Buffalo, NY",2,1,Store front,1
"233 Berkshire Ave Buffalo, NY",3,1,,1
"249 Berkshire Ave Buffalo, NY",3,1,,1
"259 Berkshire Ave Buffalo, NY",3,1,,1
"625 Lasalle Ave, Buffalo, NY",4,3,Lot written on data sheet,1
"588 E Amherst St Buffalo, NY",1,1,,1
"472 Hewitt Ave, Buffalo, NY",2,1,,1
"612 E Amherst St Buffalo, NY",3,1,,1
"620 E Amherst St Buffalo, NY",2,1,,1
"407 Hewitt Ave, Buffalo, NY",2,1,,1
"421 Hewitt Ave, Buffalo, NY",2,1,,1
"453 Hewitt Ave, Buffalo, NY",3,1,,1
"389 Shirley Ave, Buffalo, NY",1,2,,0
"417 Shirley Ave, Buffalo, NY",1,1,,1
"190 Rounds Ave, Buffalo, NY",2,1,,1
"208 Rounds Ave, Buffalo, NY",2,1,,1
"232 Rounds Ave, Buffalo, NY",2,1,,1
"209 Rounds Ave, Buffalo, NY",2,1,,1
"217 Rounds Ave, Buffalo, NY",2,1,,1
"241Rounds AveBuffalo, NY",2,1,,1
"622 Lisbon Ave, Buffalo, NY",1,1,,1
"631 Lisbon Ave, Buffalo, NY",2,1,,1
"637 Lisbon Ave, Buffalo, NY",1,1,,1
"643 Lisbon Ave, Buffalo, NY",1,1,,1
"680 Minnesota Ave, Buffalo, NY",2,1,,1
"667 Minnesota Ave, Buffalo, NY",2,1,,1
"673 Minnesota Ave, Buffalo, NY",2,1,,1
"77 William Price Parkway, Buffalo, NY",1,1,,1
"113 William Price Parkway, Buffalo, NY",1,1,,1
"119 William Price Parkway, Buffalo, NY",1,1,,1
"702 Lasalle Ave, Buffalo, NY",2,1,,1
"701 Lasalle Ave, Buffalo, NY",2,1,,1
"731 Lasalle Ave, Buffalo, NY",2,1,,1
"634 Eggert Rd, Buffalo, NY",1,1,,1
"520 Shirley Ave, Buffalo, NY",2,1,,1
"556 Shirley Ave, Buffalo, NY",1,1,,1
"505 Shirley Ave, Buffalo, NY",1,1,,1
"543 Shirley Ave, Buffalo, NY",1,1,,1
"277 Winspear Ave, Buffalo, NY",1,1,,1
"296 Highgate Ave, Buffalo, NY",1,1,,1
"126 Berkshire Ave, Buffalo, NY",1,1,,1
"488 Dartmouth Ave, Buffalo, NY",1,1,,1
"192 Berkshire Ave, Buffalo, NY",1,1,,1
"512 Dartmouth Ave, Buffalo, NY",1,1,,1
"131 Berkshire Ave, Buffalo, NY",1,1,,1
"534 Dartmouth Ave, Buffalo, NY",1,1,,1
"205 Berkshire Ave, Buffalo, NY",3,1,,1
"485 Dartmouth Ave, Buffalo, NY",1,1,,1
"440 E Amherst Street, Buffalo, NY",1,1,,1
"493 Dartmouth Ave, Buffalo, NY",1,1,,1
"507 Dartmouth Ave, Buffalo, NY",3,2,,0
"588 Eggert Rd, Buffalo, NY",1,1,,1
"574 Eggert Rd, Buffalo, NY",3,2,,0
"336 Lisbon Ave., Buffalo, NY",2,1,,1
"354 Lisbon Ave., Buffalo, NY",2,1,,1
"326 Minnesota Ave, Buffalo, NY",3,1,,1
"366 Minnesota Ave, Buffalo, NY",2,1,,1
"386 Minnesota Ave, Buffalo, NY",2,1,,1
"398 Minnesota Ave, Buffalo, NY",1,1,,1
"331 Minnesota Ave, Buffalo, NY",2,1,,1
"405 Minnesota Ave, Buffalo, NY",1,1,,1
"364 Lasalle Ave, Buffalo, NY",1,1,,1
"368 Lasalle Ave, Buffalo, NY",1,1,,1
"385 Lasalle Ave, Buffalo, NY",2,1,,1
"413 Lasalle Ave, Buffalo, NY",1,1,,1
"188 Shirley Ave, Buffalo, NY",2,1,,1
"181 Shirley Ave, Buffalo, NY",2,1,,1
"209 Shirley Ave, Buffalo, NY",3,2,,0
"215 Shirley Ave, Buffalo, NY",2,2,,0
"227 Shirley Ave, Buffalo, NY",3,1,,1
"253 Shirley Ave, Buffalo, NY",2,1,,1
"384 Dartmouth Ave, Buffalo, NY",3,2,,0
"388 Dartmouth Ave, Buffalo, NY",3,1,,1
"588 Lasalle Ave, Buffalo, NY",3,1,,1
"396 Dartmouth Ave, Buffalo, NY",3,1,,1
"398 Dartmouth Ave, Buffalo, NY",2,1,,1
"410 Dartmouth Ave, Buffalo, NY",2,1,,1
"432 Dartmouth Ave, Buffalo, NY",2,1,,1
"436 Dartmouth Ave, Buffalo, NY",3,1,,1
"442 Dartmouth Ave, Buffalo, NY",3,1,,1
"292 Stockbridge Ave Buffalo, NY",2,1,,1
"622 Lasalle Ave, Buffalo, NY",1,1,,1
"454 Dartmouth Ave, Buffalo, NY",2,1,,1
"460 Dartmouth Ave, Buffalo, NY",3,1,,1
"640 Lasalle Ave, Buffalo, NY",2,1,,1
"654 Lasalle Ave, Buffalo, NY",2,1,,1
"277 Stockbridge Ave Buffalo, NY",3,1,,1
"409 Dartmouth Ave, Buffalo, NY",3,1,,1
"309 Stockbridge Ave Buffalo, NY",2,1,,1
"431 Dartmouth Ave, Buffalo, NY",1,1,,1
"443 Dartmouth Ave, Buffalo, NY",1,1,,1
"453 Dartmouth Ave, Buffalo, NY",2,1,,1
"276 Berkshire Ave Buffalo, NY",3,1,,1
"292 Berkshire Ave Buffalo, NY",2,1,,1
"384 Hewitt Ave, Buffalo, NY",2,1,,1
"607 Lasalle Ave, Buffalo, NY",2,1,,1
"390 Hewitt Ave, Buffalo, NY",2,1,,1
"295 Berkshire Ave Buffalo, NY",3,1,,1
"629 Lasalle Ave, Buffalo, NY",1,1,,1
"430 Hewitt Ave, Buffalo, NY",2,1,,1
"661 Lasalle Ave, Buffalo, NY",2,1,,1
"383 Hewitt Ave, Buffalo, NY",3,1,,1
"391 Hewitt Ave, Buffalo, NY",1,1,,1
"608 E Amherst St Buffalo, NY",2,1,,1
"419 Hewitt Ave, Buffalo, NY",2,1,,1
"384 Shirley Ave, Buffalo, NY",3,2,,0
"414 Shirley Ave, Buffalo, NY",2,1,,1
"383 Shirley Ave, Buffalo, NY",2,1,,1
"426 Shirley Ave, Buffalo, NY",2,1,,1
"387 Shirley Ave, Buffalo, NY",1,1,,1
"393 Shirley Ave, Buffalo, NY",2,1,,1
"399 Shirley Ave, Buffalo, NY",1,1,,1
"438 Shirley Ave, Buffalo, NY",1,1,,1
"435 Shirley Ave, Buffalo, NY",3,1,,1
"441 Shirley Ave, Buffalo, NY",2,1,,1
"705 Eggert Road, Buffalo, NY",2,1,,1
"709 Eggert Road, Buffalo, NY",1,1,,1
"712 Eggert Road, Buffalo, NY",1,1,,1
"2715 Main Street, Buffalo, NY",2,1,,1
"2747 Main Street, Buffalo, NY",1,1,,1
"43 William Price Parkway, Buffalo, NY",4,2,,0
"530 Winspear Ave, Buffalo, NY",1,1,,1
"558 Winspear Ave, Buffalo, NY",1,1,,1
"37 Mercer Ave, Buffalo, NY",2,1,,1
"41 Mercer Ave, Buffalo, NY",2,1,,1
"634 Highgate Ave, Buffalo, NY",1,1,,1
"206 Rounds Ave, Buffalo, NY",3,1,,1
"242 Rounds Ave, Buffalo, NY",2,1,,1
"596 Lisbon Ave, Buffalo, NY",2,1,,1
"618 Lisbon Ave, Buffalo, NY",3,2,,0
"632 Lisbon Ave, Buffalo, NY",2,1,,1
"636 Lisbon Ave, Buffalo, NY",2,2,,0
"587 Lisbon Ave, Buffalo, NY",2,2,,0
"678 Eggert Rd, Buffalo, NY",2,1,,1
"656 Minnesota Ave, Buffalo, NY",2,1,,1
"668 Minnesota Ave, Buffalo, NY",1,1,,1
"613 Minnesota Ave, Buffalo, NY",4,3,X marked on data sheet,1
"635 Minnesota Ave, Buffalo, NY",3,1,,1
"647 Minnesota Ave, Buffalo, NY",2,1,,1
"54 William Price Parkway, Buffalo, NY",1,1,,1
"90 William Price Parkway, Buffalo, NY",1,1,,1
"83 William Price Parkway, Buffalo, NY",1,1,,1
"700 Lasalle Ave, Buffalo, NY",2,1,,1
"712 Lasalle Ave, Buffalo, NY",1,1,,1
"705 Lasalle Ave, Buffalo, NY",2,1,,1
"741 Lasalle Ave, Buffalo, NY",1,1,,1
"743 Lasalle Ave, Buffalo, NY",2,1,,1
"747 Lasalle Ave, Buffalo, NY",1,1,,1
"620 Eggert Rd, Buffalo, NY",1,1,,1
"9 Eldon Rd, Buffalo, NY",1,1,,1
"500 Shirley Ave, Buffalo, NY",2,1,,1
"548 Shirley Ave, Buffalo, NY",2,1,,1
"550 Shirley Ave, Buffalo, NY",1,1,,1
"507 Shirley Ave, Buffalo, NY",1,1,,1
"521 Shirley Ave, Buffalo, NY",1,1,,1
"236 Rounds Ave, Buffalo, NY",2,1,,1
"238 Rounds Ave, Buffalo, NY",2,1,,1
"193 Rounds Ave, Buffalo, NY",3,1,,1
"229 Rounds Ave, Buffalo, NY",2,1,,1
"237 Rounds Ave, Buffalo, NY",2,1,,1
"642 Lisbon Ave, Buffalo, NY",2,1,,1
"656 Lisbon Ave, Buffalo, NY",2,1,,1
"611 Lisbon Ave, Buffalo, NY",2,1,,1
"684 Eggert Rd, Buffalo, NY",2,1,,1
"676 Minnesota Ave, Buffalo, NY",2,1,,1
"637 Minnesota Ave, Buffalo, NY",1,1,,1
"653 Minnesota Ave, Buffalo, NY",2,1,,1
"78 William Price Parkway, Buffalo, NY",1,1,,1
